HUC12,VALUE_1,VALUE_2,VALUE_3,VALUE_4,VALUE_5
031101020404,0.0,0.0,0.0,43560000.0,55160000.0
031200031002,0.0,0.0,0.0,0.0,60400000.0
031102060605,2240000.0,0.0,0.0,0.0,0.0
031200030705,0.0,0.0,0.0,80000.0,33120000.0
031300110601,0.0,0.0,0.0,0.0,38680000.0
030801030804,12880000.0,6440000.0,3240000.0,29960000.0,95080000.0
031300120602,80000.0,0.0,360000.0,5760000.0,10080000.0
031200011003,0.0,0.0,80000.0,12600000.0,15560000.0
031300130101,0.0,0.0,0.0,2640000.0,31760000.0
031102060404,15920000.0,7640000.0,1760000.0,40000.0,6160000.0
030801030903,1680000.0,0.0,1760000.0,22760000.0,5160000.0
031101020303,19920000.0,8600000.0,22600000.0,30200000.0,9280000.0
031102050305,26120000.0,47480000.0,0.0,280000.0,0.0
031300110602,0.0,0.0,0.0,2800000.0,37280000.0
031200010802,0.0,0.0,0.0,0.0,27120000.0
031401010302,1480000.0,2320000.0,5880000.0,9920000.0,23080000.0
031101020202,0.0,0.0,0.0,106120000.0,25160000.0
030801021102,0.0,0.0,0.0,9520000.0,19640000.0
030801030504,40000.0,240000.0,1000000.0,0.0,1200000.0
030801030503,0.0,40000.0,0.0,0.0,0.0
031102060604,520000.0,0.0,0.0,0.0,40000.0
031300120603,0.0,0.0,280000.0,11000000.0,25840000.0
031102060204,64400000.0,6640000.0,12400000.0,1360000.0,0.0
031200011001,0.0,0.0,6720000.0,21600000.0,0.0
031102060403,2120000.0,2080000.0,320000.0,7200000.0,20440000.0
031200010702,0.0,0.0,0.0,8640000.0,40000.0
031200011002,1840000.0,0.0,10040000.0,9760000.0,50120000.0
031102050403,0.0,2400000.0,0.0,0.0,0.0
031102060206,10080000.0,13280000.0,23240000.0,12360000.0,120000.0
031200011101,0.0,0.0,0.0,0.0,1000000.0
031300120601,0.0,0.0,40000.0,960000.0,29600000.0
031101020401,0.0,0.0,0.0,69600000.0,40000.0
031101030505,40000.0,0.0,0.0,38320000.0,47680000.0
031101020104,0.0,0.0,0.0,99080000.0,55280000.0
031101020302,560000.0,5120000.0,72520000.0,17160000.0,15760000.0
031102060207,9560000.0,3200000.0,960000.0,28840000.0,11680000.0
031300110502,0.0,0.0,3600000.0,120000.0,59720000.0
031200030704,0.0,0.0,800000.0,2600000.0,23440000.0
031102060202,16240000.0,4320000.0,5440000.0,14480000.0,0.0
031102050202,0.0,5080000.0,75840000.0,240000.0,0.0
031101030504,0.0,0.0,0.0,24480000.0,72320000.0
031102060603,8920000.0,22000000.0,0.0,480000.0,0.0
030801031102,1800000.0,200000.0,2040000.0,2880000.0,7120000.0
031200031001,0.0,0.0,0.0,3280000.0,52080000.0
031200010704,40000.0,0.0,0.0,3920000.0,4320000.0
031200010801,0.0,0.0,0.0,1720000.0,61080000.0
031200010605,80000.0,0.0,0.0,1880000.0,0.0
031200030702,0.0,0.0,1440000.0,12040000.0,22360000.0
031300110503,1080000.0,40000.0,40000.0,1720000.0,71240000.0
030801030904,6560000.0,3640000.0,12640000.0,10040000.0,6320000.0
031200030805,880000.0,0.0,1360000.0,4920000.0,48960000.0
031200030701,0.0,80000.0,4120000.0,3280000.0,27160000.0
030801031001,2800000.0,1600000.0,1480000.0,3360000.0,15800000.0
031102050402,5120000.0,0.0,0.0,0.0,0.0
031102060602,5640000.0,0.0,0.0,0.0,0.0
031102050404,0.0,2840000.0,520000.0,0.0,0.0
031102050201,0.0,43360000.0,5320000.0,160000.0,0.0
031401010301,1280000.0,0.0,560000.0,6640000.0,15560000.0
031200011103,0.0,0.0,600000.0,1400000.0,71680000.0
030801031204,7960000.0,19880000.0,9360000.0,21840000.0,56360000.0
031102050302,0.0,0.0,480000.0,0.0,0.0
031200010504,0.0,0.0,120000.0,0.0,38080000.0
031101020201,0.0,0.0,0.0,80040000.0,80000.0
031102060601,6680000.0,6560000.0,1000000.0,1320000.0,840000.0
031102060402,0.0,0.0,0.0,17640000.0,59000000.0
031101020301,0.0,0.0,40000.0,78240000.0,32080000.0
031300120504,440000.0,0.0,1320000.0,1480000.0,20360000.0
031200030703,0.0,0.0,40000.0,7880000.0,8240000.0
031401010201,0.0,3720000.0,0.0,3280000.0,4560000.0
031101020103,0.0,0.0,6480000.0,162880000.0,0.0
031300110501,880000.0,3200000.0,2720000.0,10600000.0,5600000.0
030801031103,14200000.0,8600000.0,2200000.0,4840000.0,4560000.0
031102050401,0.0,0.0,13320000.0,0.0,0.0
031102050304,40000.0,9040000.0,0.0,0.0,0.0
031102060205,0.0,0.0,120000.0,0.0,49240000.0
031300120505,520000.0,200000.0,0.0,14480000.0,28240000.0
031101030503,0.0,0.0,29000000.0,49600000.0,13960000.0
031200030804,40000.0,920000.0,4200000.0,7120000.0,34160000.0
031102050104,560000.0,2720000.0,8680000.0,46840000.0,8640000.0
031300120503,0.0,0.0,1480000.0,8960000.0,9040000.0
031200010701,0.0,0.0,0.0,80000.0,41280000.0
031200010503,0.0,0.0,0.0,24440000.0,31400000.0
031200010604,0.0,0.0,0.0,14440000.0,0.0
031102060401,0.0,40000.0,2640000.0,36560000.0,47480000.0
031102010801,1000000.0,0.0,600000.0,0.0,0.0
031200030803,0.0,0.0,480000.0,5200000.0,35080000.0
031200010602,6560000.0,0.0,0.0,0.0,0.0
031200030605,0.0,1640000.0,760000.0,2000000.0,16440000.0
031101030502,720000.0,720000.0,3240000.0,5120000.0,47600000.0
031200010603,7880000.0,1120000.0,1480000.0,5840000.0,0.0
031200030604,0.0,0.0,0.0,7720000.0,19760000.0
031200030801,0.0,0.0,0.0,2160000.0,26000000.0
030801031004,6840000.0,8080000.0,13640000.0,5080000.0,3840000.0
031101020102,0.0,0.0,80000.0,103120000.0,0.0
030702040401,0.0,0.0,7200000.0,46480000.0,36480000.0
031300110404,3280000.0,40000.0,40000.0,14840000.0,12840000.0
031101030501,3600000.0,0.0,1040000.0,0.0,27880000.0
030702040402,3440000.0,40000.0,25680000.0,0.0,19840000.0
030801031303,23040000.0,14160000.0,21280000.0,6240000.0,6840000.0
031102060201,0.0,0.0,0.0,79360000.0,200000.0
031102050303,2960000.0,0.0,0.0,0.0,0.0
031401010102,1040000.0,640000.0,5120000.0,4360000.0,16320000.0
031102050103,360000.0,160000.0,4680000.0,51160000.0,0.0
031102010703,0.0,0.0,0.0,78440000.0,40000.0
031101030406,0.0,0.0,240000.0,79080000.0,5200000.0
031300110402,0.0,0.0,0.0,0.0,11440000.0
031200030802,0.0,0.0,0.0,1000000.0,16000000.0
031101030404,0.0,0.0,20160000.0,0.0,0.0
031200010501,3120000.0,0.0,0.0,1240000.0,6320000.0
031200010404,2800000.0,0.0,0.0,7280000.0,4120000.0
031300110403,3760000.0,3200000.0,5680000.0,2520000.0,19120000.0
030801031101,26320000.0,1520000.0,0.0,5960000.0,3880000.0
031300120502,1520000.0,4920000.0,2880000.0,5080000.0,15320000.0
031200030502,0.0,600000.0,720000.0,2160000.0,18360000.0
031200010601,13480000.0,3000000.0,0.0,0.0,0.0
031200030303,760000.0,6200000.0,0.0,5120000.0,13360000.0
030801031002,3520000.0,3840000.0,5600000.0,25400000.0,11960000.0
031101030403,0.0,0.0,52000000.0,89840000.0,40000.0
031102050301,0.0,1960000.0,0.0,1320000.0,320000.0
030801031304,28960000.0,2480000.0,8520000.0,3000000.0,17400000.0
031401010101,1760000.0,0.0,4840000.0,5000000.0,14560000.0
031200010403,5520000.0,0.0,0.0,0.0,0.0
031102050102,37840000.0,0.0,0.0,0.0,0.0
031102050105,15560000.0,40000.0,19080000.0,3480000.0,80000.0
031300120501,1080000.0,680000.0,640000.0,22040000.0,11360000.0
031200030603,0.0,880000.0,120000.0,6240000.0,30400000.0
030801031301,42160000.0,0.0,72280000.0,3120000.0,120000.0
031200010402,5400000.0,0.0,2080000.0,400000.0,2720000.0
031101020101,0.0,0.0,0.0,96880000.0,0.0
031200030404,1320000.0,200000.0,1440000.0,5760000.0,16000000.0
031102050101,36000000.0,0.0,0.0,0.0,0.0
031300110401,3600000.0,1960000.0,4560000.0,3280000.0,9840000.0
031101030304,0.0,0.0,27120000.0,80000.0,0.0
031200010303,1640000.0,2840000.0,3440000.0,4080000.0,8560000.0
031102010802,10200000.0,10680000.0,10200000.0,25880000.0,3520000.0
030801031302,69040000.0,1080000.0,40000.0,29080000.0,200000.0
030802010601,21880000.0,36400000.0,15280000.0,40400000.0,53120000.0
030702040403,6080000.0,40000.0,10920000.0,30360000.0,0.0
030702040301,0.0,5680000.0,0.0,21920000.0,19240000.0
031101030405,560000.0,0.0,7480000.0,12320000.0,28400000.0
031200030602,480000.0,1520000.0,4640000.0,7960000.0,4600000.0
030702040201,0.0,0.0,0.0,21480000.0,107360000.0
031200030501,1640000.0,840000.0,5600000.0,4840000.0,6880000.0
030801031003,29320000.0,18600000.0,4240000.0,49920000.0,18400000.0
031200030302,4120000.0,0.0,3360000.0,1720000.0,22280000.0
031300110303,0.0,0.0,0.0,1240000.0,33080000.0
031102030906,0.0,15760000.0,0.0,80000.0,0.0
031102010704,4240000.0,0.0,10280000.0,96480000.0,10800000.0
031300120403,40000.0,0.0,200000.0,7720000.0,2680000.0
030702040302,0.0,0.0,1120000.0,7840000.0,34160000.0
031300120408,4720000.0,160000.0,1640000.0,7080000.0,20120000.0
031101030303,0.0,0.0,13960000.0,0.0,0.0
031101030402,4360000.0,40000.0,3800000.0,87480000.0,17040000.0
031200010401,4960000.0,1800000.0,1600000.0,4360000.0,1720000.0
031200030301,11120000.0,200000.0,5000000.0,4680000.0,10360000.0
031200010302,760000.0,2240000.0,4720000.0,5760000.0,15640000.0
031300110202,0.0,560000.0,720000.0,5440000.0,6840000.0
030801031404,21480000.0,19800000.0,10480000.0,6120000.0,7560000.0
031300110203,0.0,0.0,0.0,1520000.0,17240000.0
031300110302,0.0,680000.0,1120000.0,7960000.0,14160000.0
031200030403,880000.0,840000.0,760000.0,4600000.0,16200000.0
031102010902,4360000.0,5600000.0,8800000.0,11280000.0,400000.0
031200030402,1680000.0,0.0,480000.0,1560000.0,10320000.0
031402030803,1680000.0,0.0,12120000.0,10560000.0,20760000.0
031200030601,5160000.0,2400000.0,2000000.0,1360000.0,2320000.0
030801031201,0.0,0.0,23800000.0,0.0,0.0
031402030804,6920000.0,0.0,8960000.0,19920000.0,0.0
031102010904,1560000.0,0.0,40000.0,25840000.0,40000.0
030702040303,0.0,0.0,40000.0,9760000.0,14600000.0
030801031403,50000000.0,160000.0,720000.0,920000.0,40000.0
031102030907,13440000.0,10760000.0,4680000.0,4600000.0,680000.0
031102010604,0.0,0.0,120000.0,0.0,45240000.0
030702040501,0.0,0.0,66880000.0,14320000.0,240000.0
031200030401,480000.0,2520000.0,1480000.0,5120000.0,5280000.0
031200030104,760000.0,600000.0,720000.0,13760000.0,720000.0
031101030305,6520000.0,2480000.0,64840000.0,4280000.0,600000.0
030702040202,0.0,80000.0,0.0,0.0,107280000.0
031402030802,5280000.0,3840000.0,11320000.0,6440000.0,4520000.0
030801031402,32040000.0,0.0,0.0,1120000.0,0.0
031200010301,120000.0,4080000.0,4160000.0,13040000.0,2760000.0
031300120401,4280000.0,440000.0,14280000.0,5280000.0,2320000.0
030801031604,27160000.0,0.0,160000.0,640000.0,20120000.0
030801031602,31640000.0,0.0,0.0,0.0,0.0
031300110102,0.0,0.0,1760000.0,1360000.0,15640000.0
031102010804,2200000.0,3080000.0,80000.0,6400000.0,44120000.0
030801031401,25360000.0,10320000.0,1800000.0,120000.0,160000.0
031300110201,17400000.0,280000.0,2440000.0,600000.0,16440000.0
031102010701,0.0,0.0,0.0,0.0,122160000.0
031300120405,23560000.0,240000.0,2120000.0,5080000.0,7680000.0
031101030401,6600000.0,2200000.0,5240000.0,1800000.0,3480000.0
031102010702,0.0,0.0,28160000.0,10160000.0,94440000.0
031101030205,19200000.0,5960000.0,0.0,33480000.0,2680000.0
030801031405,23240000.0,0.0,5960000.0,3960000.0,560000.0
031300110301,0.0,0.0,440000.0,10440000.0,9480000.0
031300120404,3360000.0,4440000.0,11280000.0,7320000.0,4560000.0
031200030106,3760000.0,1000000.0,3560000.0,12720000.0,26760000.0
031200010203,6160000.0,5160000.0,12760000.0,17240000.0,7560000.0
031102030905,14600000.0,0.0,360000.0,0.0,0.0
031300120407,4640000.0,5000000.0,2720000.0,7480000.0,2000000.0
031200030207,1040000.0,0.0,840000.0,2600000.0,20360000.0
031200030208,0.0,1760000.0,0.0,2080000.0,16720000.0
031300120402,0.0,0.0,40000.0,0.0,0.0
031102010606,0.0,0.0,3520000.0,102760000.0,1080000.0
031200030105,2440000.0,1400000.0,0.0,16720000.0,13680000.0
031102010603,0.0,0.0,0.0,50400000.0,40000.0
030702040105,40000.0,5840000.0,320000.0,70480000.0,320000.0
030702040203,0.0,0.0,0.0,3640000.0,95040000.0
031101030302,0.0,0.0,19320000.0,0.0,0.0
031102010903,7800000.0,0.0,120000.0,47920000.0,0.0
030702040502,11680000.0,24600000.0,12400000.0,33720000.0,59000000.0
031102030908,37640000.0,0.0,27080000.0,0.0,0.0
031300110101,1040000.0,3960000.0,6400000.0,7280000.0,22480000.0
030801031503,58800000.0,6040000.0,280000.0,800000.0,800000.0
031300120406,3040000.0,360000.0,760000.0,1840000.0,160000.0
031102030904,3080000.0,1480000.0,880000.0,2320000.0,0.0
031300040805,1720000.0,1080000.0,0.0,1720000.0,840000.0
031102010905,160000.0,0.0,28480000.0,6680000.0,0.0
030801031605,122400000.0,1760000.0,2640000.0,2520000.0,10160000.0
031101030204,80000.0,0.0,4600000.0,76040000.0,4000000.0
031200030205,360000.0,1160000.0,0.0,3320000.0,9280000.0
031200030103,0.0,0.0,1040000.0,17720000.0,80000.0
031200010202,80000.0,0.0,6120000.0,6160000.0,2080000.0
031102010605,480000.0,1120000.0,10320000.0,33480000.0,23760000.0
031300120304,1920000.0,5600000.0,1920000.0,5920000.0,11640000.0
031102021202,9320000.0,200000.0,7000000.0,24880000.0,0.0
031200010201,5240000.0,2560000.0,3280000.0,23920000.0,24240000.0
031102030903,4120000.0,0.0,0.0,1240000.0,0.0
031200030101,4240000.0,0.0,240000.0,960000.0,6000000.0
030801031502,57800000.0,400000.0,4280000.0,0.0,2640000.0
031101030203,760000.0,4720000.0,480000.0,10120000.0,14200000.0
031300040806,800000.0,5480000.0,4560000.0,16800000.0,3040000.0
031300080803,0.0,0.0,0.0,0.0,4880000.0
031200030102,2880000.0,320000.0,5960000.0,4360000.0,25600000.0
031102010602,0.0,0.0,0.0,120280000.0,35720000.0
030702040503,0.0,0.0,1240000.0,25880000.0,56200000.0
030801031501,55920000.0,7000000.0,4320000.0,12120000.0,3920000.0
031200030206,3120000.0,1120000.0,2120000.0,1400000.0,7080000.0
031300120302,22920000.0,13640000.0,520000.0,1320000.0,2440000.0
030702040104,1000000.0,0.0,11240000.0,71640000.0,10080000.0
031102010503,0.0,0.0,0.0,360000.0,97360000.0
030801031606,38440000.0,2120000.0,7960000.0,1960000.0,25800000.0
031101030202,0.0,0.0,0.0,24120000.0,0.0
031102010601,0.0,0.0,0.0,320000.0,70120000.0
031200030203,1600000.0,320000.0,160000.0,3040000.0,6080000.0
031102030902,0.0,0.0,34440000.0,6080000.0,0.0
031300120305,4400000.0,1360000.0,3120000.0,2120000.0,4800000.0
031101030301,2360000.0,0.0,9680000.0,15240000.0,4440000.0
031300120303,1880000.0,0.0,360000.0,1600000.0,0.0
031101030201,1040000.0,880000.0,4600000.0,12280000.0,7840000.0
031102010504,0.0,0.0,0.0,40000.0,152960000.0
031101030104,7240000.0,3520000.0,2360000.0,9600000.0,8760000.0
031300040804,0.0,40000.0,0.0,1560000.0,1640000.0
030801031603,26240000.0,3040000.0,23640000.0,5840000.0,28360000.0
031402030704,30800000.0,840000.0,2240000.0,120000.0,1400000.0
030801031601,82440000.0,18200000.0,80000.0,5640000.0,7680000.0
031200010101,400000.0,200000.0,4360000.0,10560000.0,8640000.0
031200020703,3440000.0,960000.0,1120000.0,760000.0,17200000.0
031200030202,1320000.0,680000.0,2200000.0,3040000.0,14440000.0
031300080802,9760000.0,2240000.0,3160000.0,3400000.0,7480000.0
031300080804,36800000.0,6720000.0,2720000.0,15080000.0,25160000.0
031300100703,1360000.0,0.0,5200000.0,16960000.0,40000.0
031300120301,840000.0,4040000.0,160000.0,4640000.0,1040000.0
031200010102,120000.0,1520000.0,920000.0,4320000.0,16680000.0
031102030804,0.0,4800000.0,1960000.0,34320000.0,33520000.0
030702050202,21280000.0,48880000.0,40000.0,40000.0,1520000.0
031102010401,0.0,0.0,0.0,0.0,136640000.0
030702040601,5920000.0,0.0,7960000.0,15600000.0,29920000.0
031102030803,0.0,0.0,3280000.0,1040000.0,1080000.0
031102021201,0.0,0.0,0.0,96640000.0,160000.0
031402030702,10720000.0,10920000.0,17600000.0,4080000.0,2200000.0
031200030204,5320000.0,1800000.0,2320000.0,5960000.0,2760000.0
030702040101,0.0,0.0,0.0,56960000.0,70960000.0
031200020701,560000.0,360000.0,1240000.0,2720000.0,21680000.0
031102010505,0.0,0.0,0.0,15040000.0,69280000.0
030702040103,0.0,0.0,9440000.0,9160000.0,128960000.0
030702040102,0.0,0.0,120000.0,0.0,45440000.0
031102030901,4360000.0,880000.0,0.0,240000.0,3440000.0
031102010502,0.0,0.0,0.0,240000.0,145520000.0
030702050102,23400000.0,11960000.0,16720000.0,15800000.0,17920000.0
031200030201,6280000.0,1840000.0,3640000.0,2240000.0,2440000.0
031300040802,0.0,0.0,0.0,0.0,1600000.0
030702050103,2160000.0,4600000.0,5320000.0,14400000.0,16560000.0
031300120204,8760000.0,0.0,19680000.0,640000.0,3600000.0
031102010402,0.0,0.0,0.0,160000.0,143240000.0
031200020803,3280000.0,1240000.0,0.0,640000.0,7000000.0
031300080801,22840000.0,0.0,4400000.0,640000.0,5120000.0
031101030103,16960000.0,2160000.0,8680000.0,320000.0,1040000.0
030702040602,1720000.0,520000.0,13760000.0,36520000.0,37200000.0
031102030703,10120000.0,1640000.0,21480000.0,9720000.0,3600000.0
031300120105,34560000.0,8320000.0,440000.0,0.0,720000.0
031300100702,34760000.0,840000.0,0.0,0.0,0.0
031101030102,8120000.0,4560000.0,4440000.0,3600000.0,7800000.0
031300040803,16920000.0,19160000.0,2080000.0,2360000.0,9280000.0
031200020504,2720000.0,0.0,2840000.0,3080000.0,4880000.0
031200020802,7080000.0,240000.0,360000.0,1920000.0,4320000.0
031300120107,8040000.0,12600000.0,2720000.0,14200000.0,3600000.0
031200020602,8640000.0,1040000.0,1680000.0,1640000.0,2560000.0
031300100803,30360000.0,0.0,0.0,0.0,240000.0
031300080604,23280000.0,0.0,160000.0,2920000.0,4000000.0
031102021102,47400000.0,0.0,2800000.0,4840000.0,0.0
030702050302,8400000.0,3560000.0,11760000.0,17000000.0,17640000.0
031402030701,12280000.0,2400000.0,4600000.0,3600000.0,1480000.0
031200020702,8960000.0,4040000.0,280000.0,4320000.0,2000000.0
031102030801,3560000.0,4560000.0,9800000.0,37400000.0,29480000.0
030702050304,13120000.0,18960000.0,13400000.0,22440000.0,46480000.0
031102030603,8960000.0,8800000.0,4680000.0,9360000.0,16160000.0
031102030702,13280000.0,8160000.0,7760000.0,6760000.0,2360000.0
031300080602,5280000.0,1600000.0,4520000.0,1520000.0,4400000.0
031102010501,0.0,0.0,120000.0,160000.0,117320000.0
031102030802,1360000.0,2360000.0,3920000.0,6880000.0,3320000.0
031101030101,8240000.0,1160000.0,920000.0,120000.0,7120000.0
031300120104,19880000.0,5120000.0,1360000.0,2360000.0,120000.0
030702050105,2680000.0,0.0,0.0,30040000.0,72760000.0
030702050303,27720000.0,800000.0,19040000.0,11720000.0,56080000.0
031300080603,24160000.0,6600000.0,1880000.0,6440000.0,2720000.0
031402030301,22680000.0,8320000.0,6120000.0,5480000.0,1160000.0
030702040701,0.0,0.0,0.0,0.0,112680000.0
030702050104,40000.0,0.0,0.0,52320000.0,2240000.0
