HUC12,VALUE_1,VALUE_2,VALUE_3
031200030605,40000.0,0.0,0.0
031101030502,160000.0,200000.0,0.0
031200010603,960000.0,400000.0,600000.0
031200030604,80000.0,0.0,0.0
031200030801,120000.0,40000.0,0.0
030801031004,360000.0,0.0,0.0
031101020102,440000.0,240000.0,0.0
030702040401,200000.0,120000.0,200000.0
031300110404,400000.0,0.0,480000.0
031101030501,240000.0,240000.0,0.0
030702040402,200000.0,80000.0,0.0
030801031303,280000.0,0.0,360000.0
031102060201,440000.0,120000.0,0.0
031102050303,40000.0,0.0,0.0
031401010102,160000.0,0.0,0.0
031102050103,640000.0,680000.0,1720000.0
031102010703,120000.0,0.0,0.0
031101030406,1240000.0,280000.0,440000.0
031300110402,40000.0,40000.0,0.0
031200030802,280000.0,120000.0,0.0
031101030404,880000.0,200000.0,480000.0
031200010501,440000.0,160000.0,0.0
031200010404,600000.0,80000.0,4000000.0
031300110403,80000.0,0.0,0.0
030801031101,400000.0,0.0,0.0
031300120502,360000.0,0.0,0.0
031200030502,560000.0,0.0,0.0
031200010601,320000.0,0.0,400000.0
031200030303,440000.0,80000.0,0.0
030801031002,720000.0,280000.0,0.0
031101030403,800000.0,640000.0,0.0
031102050301,1440000.0,200000.0,840000.0
030801031304,720000.0,40000.0,0.0
031401010101,480000.0,120000.0,0.0
031200010403,240000.0,40000.0,0.0
031102050102,40000.0,160000.0,0.0
031102050105,280000.0,0.0,0.0
031300120501,160000.0,80000.0,0.0
031200030603,200000.0,0.0,0.0
030801031301,800000.0,80000.0,0.0
031200010402,840000.0,1040000.0,440000.0
031101020101,800000.0,400000.0,600000.0
031200030404,560000.0,40000.0,0.0
031102050101,80000.0,0.0,0.0
031300110401,320000.0,0.0,0.0
031101030304,360000.0,320000.0,920000.0
031200010303,720000.0,120000.0,0.0
031102010802,600000.0,280000.0,640000.0
030801031302,1320000.0,0.0,0.0
030802010601,2720000.0,960000.0,1520000.0
030702040403,40000.0,0.0,0.0
030702040301,240000.0,40000.0,0.0
031101030405,440000.0,0.0,160000.0
031200030602,600000.0,0.0,0.0
030702040201,400000.0,120000.0,0.0
031200030501,840000.0,0.0,0.0
030801031003,800000.0,240000.0,520000.0
031200030302,880000.0,640000.0,120000.0
031300110303,80000.0,40000.0,0.0
031102030906,1280000.0,280000.0,0.0
031102010704,760000.0,120000.0,0.0
031300120403,200000.0,0.0,0.0
030702040302,120000.0,0.0,0.0
031300120408,480000.0,320000.0,0.0
031101030303,760000.0,320000.0,2960000.0
031101030402,1400000.0,520000.0,0.0
031200010401,1880000.0,320000.0,400000.0
031200030301,1840000.0,960000.0,2240000.0
031200010302,1120000.0,120000.0,0.0
031300110202,200000.0,0.0,0.0
030801031404,200000.0,0.0,0.0
031300110203,240000.0,0.0,0.0
031300110302,240000.0,0.0,0.0
031200030403,720000.0,40000.0,0.0
031102010902,320000.0,0.0,0.0
031200030402,280000.0,40000.0,0.0
031402030803,640000.0,0.0,0.0
031200030601,840000.0,0.0,0.0
030801031201,160000.0,0.0,200000.0
031402030804,480000.0,120000.0,0.0
031102010904,280000.0,0.0,0.0
030702040303,40000.0,40000.0,0.0
030801031403,520000.0,40000.0,0.0
031102030907,640000.0,120000.0,120000.0
031102010604,2280000.0,920000.0,440000.0
030702040501,440000.0,40000.0,0.0
031200030401,480000.0,80000.0,0.0
031200030104,1520000.0,1160000.0,1040000.0
031101030305,1440000.0,720000.0,1080000.0
030702040202,40000.0,40000.0,0.0
031402030802,400000.0,200000.0,120000.0
030801031402,640000.0,0.0,0.0
031200010301,1680000.0,640000.0,600000.0
031300120401,960000.0,200000.0,240000.0
030801031604,680000.0,200000.0,0.0
030801031602,680000.0,360000.0,0.0
031300110102,400000.0,0.0,0.0
031102010804,4680000.0,2160000.0,6720000.0
030801031401,840000.0,160000.0,120000.0
031300110201,720000.0,80000.0,0.0
031102010701,360000.0,40000.0,240000.0
031300120405,560000.0,160000.0,0.0
031101030401,520000.0,120000.0,520000.0
031102010702,560000.0,200000.0,0.0
031101030205,1120000.0,560000.0,1280000.0
031300110301,800000.0,200000.0,160000.0
031300120404,360000.0,0.0,0.0
031200030106,1240000.0,840000.0,0.0
031200010203,2200000.0,200000.0,13560000.0
031102030905,240000.0,0.0,0.0
031300120407,360000.0,0.0,0.0
031200030207,520000.0,0.0,0.0
031200030208,560000.0,40000.0,0.0
031300120402,80000.0,0.0,0.0
031102010606,200000.0,0.0,160000.0
031200030105,2000000.0,520000.0,16840000.0
031102010603,2280000.0,640000.0,1640000.0
030702040105,1920000.0,40000.0,0.0
030702040203,360000.0,240000.0,480000.0
031101030302,1320000.0,1880000.0,360000.0
031102010903,600000.0,200000.0,0.0
030702040502,1080000.0,480000.0,120000.0
031102030908,240000.0,320000.0,0.0
031300110101,2320000.0,400000.0,0.0
030801031503,1200000.0,240000.0,160000.0
031300120406,80000.0,0.0,0.0
031102030904,1840000.0,560000.0,680000.0
031300040805,640000.0,0.0,320000.0
031102010905,520000.0,80000.0,0.0
030801031605,2600000.0,280000.0,280000.0
031101030204,1080000.0,640000.0,680000.0
031200030205,440000.0,240000.0,0.0
031200030103,1760000.0,480000.0,1160000.0
031200010202,2560000.0,560000.0,0.0
031102010605,480000.0,0.0,0.0
031300120304,160000.0,0.0,0.0
031102021202,80000.0,0.0,0.0
031200010201,2240000.0,800000.0,240000.0
031102030903,760000.0,320000.0,0.0
031200030101,840000.0,0.0,0.0
030801031502,600000.0,0.0,0.0
031101030203,1360000.0,720000.0,280000.0
031300040806,680000.0,0.0,0.0
031300080803,200000.0,0.0,0.0
031200030102,1320000.0,120000.0,0.0
031102010602,1480000.0,520000.0,0.0
030702040503,920000.0,0.0,0.0
030801031501,760000.0,80000.0,0.0
031200030206,1240000.0,40000.0,0.0
031300120302,560000.0,0.0,0.0
030702040104,1680000.0,680000.0,80000.0
031102010503,40000.0,40000.0,0.0
030801031606,360000.0,40000.0,160000.0
031101030202,1480000.0,560000.0,200000.0
031102010601,120000.0,160000.0,0.0
031200030203,1120000.0,0.0,0.0
031102030902,2040000.0,280000.0,240000.0
031300120305,640000.0,0.0,0.0
031101030301,1320000.0,520000.0,200000.0
031300120303,240000.0,0.0,0.0
031101030201,2080000.0,600000.0,400000.0
031102010504,240000.0,0.0,0.0
031101030104,1080000.0,160000.0,400000.0
031300040804,880000.0,160000.0,0.0
030801031603,720000.0,160000.0,120000.0
031402030704,560000.0,0.0,0.0
030801031601,1800000.0,560000.0,320000.0
031200010101,1280000.0,640000.0,0.0
031200020703,560000.0,40000.0,0.0
031200030202,960000.0,120000.0,0.0
031300080802,800000.0,0.0,0.0
031300080804,2360000.0,80000.0,0.0
031300100703,720000.0,0.0,0.0
031300120301,40000.0,0.0,0.0
031200010102,1000000.0,320000.0,160000.0
031102030804,2320000.0,240000.0,160000.0
030702050202,240000.0,40000.0,440000.0
031102010401,120000.0,160000.0,0.0
030702040601,120000.0,120000.0,0.0
031102030803,1080000.0,800000.0,840000.0
031102021201,720000.0,0.0,0.0
031402030702,320000.0,0.0,0.0
031200030204,960000.0,0.0,0.0
030702040101,1240000.0,360000.0,200000.0
031200020701,1080000.0,200000.0,0.0
031102010505,680000.0,240000.0,400000.0
030702040103,360000.0,120000.0,40000.0
030702040102,40000.0,0.0,0.0
031102030901,3080000.0,1040000.0,2560000.0
031102010502,1000000.0,240000.0,0.0
030702050102,480000.0,0.0,0.0
031200030201,1080000.0,40000.0,0.0
031300040802,120000.0,0.0,0.0
030702050103,40000.0,120000.0,0.0
031300120204,440000.0,200000.0,0.0
031102010402,1240000.0,880000.0,880000.0
031200020803,720000.0,0.0,0.0
031300080801,600000.0,0.0,0.0
031101030103,1680000.0,400000.0,0.0
030702040602,880000.0,0.0,0.0
031102030703,3760000.0,960000.0,760000.0
031300120105,440000.0,0.0,0.0
031300100702,520000.0,120000.0,0.0
031101030102,960000.0,320000.0,0.0
031300040803,760000.0,0.0,440000.0
031200020504,640000.0,0.0,0.0
031200020802,1080000.0,40000.0,0.0
031300120107,400000.0,160000.0,0.0
031200020602,1320000.0,40000.0,0.0
031300100803,720000.0,0.0,0.0
031300080604,1400000.0,200000.0,0.0
031102021102,1680000.0,280000.0,440000.0
030702050302,80000.0,0.0,40000.0
031402030701,80000.0,0.0,0.0
031200020702,1400000.0,0.0,0.0
031102030801,2640000.0,880000.0,1360000.0
030702050304,360000.0,0.0,80000.0
031102030603,1160000.0,120000.0,0.0
031102030702,3800000.0,840000.0,560000.0
031300080602,840000.0,80000.0,0.0
031102010501,600000.0,160000.0,880000.0
031102030802,600000.0,440000.0,0.0
031101030101,1880000.0,440000.0,320000.0
031300120104,440000.0,200000.0,0.0
030702050105,320000.0,0.0,280000.0
030702050303,480000.0,0.0,40000.0
031300080603,1240000.0,600000.0,320000.0
031402030301,440000.0,80000.0,0.0
030702040701,320000.0,80000.0,3680000.0
030702050104,120000.0,80000.0,80000.0
030702040603,400000.0,120000.0,0.0
031200020601,1280000.0,120000.0,0.0
030702050101,160000.0,280000.0,0.0
030702040703,480000.0,80000.0,0.0
031102021003,1240000.0,200000.0,0.0
031300120203,520000.0,0.0,0.0
031300040801,400000.0,40000.0,0.0
031102021101,1760000.0,440000.0,280000.0
031200020801,1360000.0,0.0,0.0
031102030701,1720000.0,800000.0,160000.0
031102010303,1080000.0,200000.0,160000.0
031300080703,1120000.0,40000.0,0.0
031300100701,480000.0,200000.0,0.0
031300100604,80000.0,0.0,0.0
031300120102,80000.0,40000.0,0.0
030702050301,200000.0,0.0,0.0
031200020304,1280000.0,320000.0,0.0
031300100802,480000.0,0.0,0.0
031300120106,360000.0,80000.0,0.0
031300040710,320000.0,0.0,0.0
031102010305,1920000.0,240000.0,760000.0
030702040903,440000.0,80000.0,80000.0
031300040709,440000.0,240000.0,0.0
031102010304,1680000.0,480000.0,320000.0
030702040904,320000.0,240000.0,920000.0
031200020502,2160000.0,0.0,0.0
031300120103,120000.0,0.0,0.0
031300100602,320000.0,0.0,0.0
031300100603,160000.0,0.0,0.0
030702040803,680000.0,80000.0,0.0
031300100801,360000.0,0.0,0.0
031102030601,2240000.0,120000.0,0.0
030702040906,320000.0,0.0,40000.0
031200020303,1600000.0,600000.0,0.0
031102030404,1600000.0,200000.0,520000.0
031300120202,160000.0,160000.0,0.0
031300100405,200000.0,0.0,0.0
031300120101,120000.0,0.0,0.0
031102040503,1240000.0,200000.0,0.0
031200020404,1400000.0,80000.0,0.0
031102040504,1440000.0,400000.0,0.0
031200020301,520000.0,0.0,0.0
031102030602,600000.0,40000.0,0.0
031102020902,1960000.0,0.0,160000.0
031102010202,2680000.0,880000.0,1360000.0
031102030504,1840000.0,80000.0,480000.0
031102021002,2000000.0,560000.0,2200000.0
030702040702,680000.0,120000.0,3520000.0
031200020501,1960000.0,80000.0,0.0
031300100504,600000.0,400000.0,0.0
031300100601,920000.0,160000.0,0.0
031300080702,600000.0,80000.0,1120000.0
030702040905,1520000.0,0.0,0.0
031300100505,480000.0,80000.0,0.0
031402010602,240000.0,0.0,0.0
031300040703,360000.0,0.0,0.0
030702040902,400000.0,120000.0,0.0
031300100404,120000.0,0.0,0.0
031200020503,2760000.0,0.0,0.0
030702040907,920000.0,160000.0,0.0
031200020302,480000.0,0.0,0.0
031300120201,520000.0,0.0,0.0
031300040708,520000.0,0.0,0.0
031200020105,680000.0,240000.0,0.0
030702040901,1040000.0,80000.0,0.0
031300080601,1520000.0,280000.0,520000.0
031102020903,640000.0,200000.0,0.0
031300040602,120000.0,0.0,0.0
030702040801,800000.0,160000.0,200000.0
031300040701,240000.0,0.0,0.0
031300040707,200000.0,0.0,0.0
031102020901,2240000.0,440000.0,280000.0
031300100503,320000.0,0.0,0.0
031102040501,800000.0,240000.0,0.0
031300080701,2040000.0,120000.0,720000.0
031300100501,640000.0,0.0,0.0
031300080504,640000.0,0.0,0.0
031300080506,3040000.0,640000.0,0.0
031300040702,200000.0,80000.0,400000.0
030702030401,2080000.0,160000.0,1040000.0
031102040505,2040000.0,800000.0,240000.0
031102021001,1480000.0,760000.0,2360000.0
031102030302,1480000.0,720000.0,0.0
031102020705,480000.0,400000.0,0.0
031300100303,80000.0,0.0,0.0
031200020405,2640000.0,240000.0,0.0
031402010601,40000.0,0.0,0.0
031300100402,680000.0,0.0,0.0
031102030403,2240000.0,480000.0,320000.0
031200020402,680000.0,0.0,0.0
031102030503,960000.0,0.0,0.0
030702040802,2000000.0,640000.0,0.0
031300100403,720000.0,120000.0,0.0
031102030502,1040000.0,360000.0,0.0
031102010201,2200000.0,1240000.0,520000.0
031300100401,400000.0,0.0,0.0
031200020203,1720000.0,80000.0,0.0
031300080502,440000.0,0.0,0.0
031300040601,280000.0,0.0,0.0
031102010302,2920000.0,520000.0,520000.0
031300040706,40000.0,0.0,0.0
031300040606,80000.0,0.0,0.0
031300100502,680000.0,0.0,0.0
031102040502,840000.0,0.0,680000.0
031300080402,1640000.0,0.0,0.0
031300100302,440000.0,0.0,0.0
031102040403,1240000.0,80000.0,0.0
031300100205,440000.0,0.0,0.0
031300040705,200000.0,80000.0,0.0
031102020704,1760000.0,640000.0,0.0
031300040603,320000.0,0.0,0.0
031102020803,920000.0,480000.0,120000.0
031300080505,680000.0,0.0,0.0
031300091003,840000.0,80000.0,0.0
031402010207,80000.0,0.0,0.0
031200020104,2240000.0,0.0,0.0
031300040607,200000.0,0.0,0.0
031300100203,160000.0,0.0,0.0
031102030401,840000.0,360000.0,200000.0
031300040704,200000.0,0.0,0.0
031102030402,1120000.0,120000.0,400000.0
031300100104,440000.0,120000.0,0.0
031300040504,280000.0,0.0,0.0
031200020106,1400000.0,200000.0,0.0
031200020403,1240000.0,0.0,0.0
031200020202,640000.0,80000.0,0.0
031300091001,1240000.0,80000.0,0.0
031300080503,640000.0,0.0,0.0
031102040405,640000.0,0.0,0.0
031300040604,0.0,120000.0,0.0
031300040503,200000.0,0.0,0.0
030702030402,800000.0,40000.0,1960000.0
031200020401,1440000.0,0.0,0.0
031300091002,760000.0,160000.0,0.0
031102030301,1920000.0,280000.0,3320000.0
030702011201,1440000.0,160000.0,4360000.0
031102010104,2400000.0,400000.0,160000.0
031300040501,40000.0,0.0,0.0
031300080501,1600000.0,0.0,0.0
031102010301,3160000.0,1280000.0,3640000.0
031102040404,1480000.0,0.0,0.0
030702030503,240000.0,40000.0,120000.0
031300100103,280000.0,0.0,0.0
031300100204,240000.0,0.0,0.0
031300080401,1520000.0,320000.0,1440000.0
030702011105,2440000.0,800000.0,0.0
031300100202,440000.0,0.0,0.0
031102010102,760000.0,400000.0,440000.0
031200020103,1440000.0,0.0,0.0
031102010103,2120000.0,320000.0,560000.0
031102040402,1720000.0,160000.0,0.0
031300100301,640000.0,240000.0,0.0
031300080202,640000.0,40000.0,0.0
031102040307,1000000.0,160000.0,0.0
031102040401,2840000.0,0.0,0.0
031102020802,1200000.0,360000.0,520000.0
031300080204,520000.0,0.0,0.0
031300040402,40000.0,0.0,0.0
031102020703,2080000.0,1120000.0,400000.0
031300090603,880000.0,40000.0,0.0
030702011202,2600000.0,360000.0,960000.0
031102010105,22200000.0,12280000.0,16960000.0
031300090602,760000.0,40000.0,0.0
031300080107,680000.0,0.0,0.0
031300040405,40000.0,0.0,0.0
031300090902,1200000.0,320000.0,0.0
031402010204,40000.0,0.0,0.0
031102030204,1200000.0,120000.0,0.0
031300080203,160000.0,0.0,0.0
031102020702,1160000.0,600000.0,160000.0
031102030501,1760000.0,40000.0,0.0
031300040403,40000.0,0.0,0.0
031102030203,1600000.0,80000.0,0.0
031300100201,400000.0,0.0,0.0
031102040205,1360000.0,0.0,0.0
031300080201,840000.0,0.0,0.0
031200020201,1600000.0,0.0,0.0
031102040305,1880000.0,0.0,0.0
031102010101,640000.0,400000.0,0.0
031300040201,600000.0,0.0,0.0
030702010705,2240000.0,800000.0,0.0
031102030104,2120000.0,480000.0,40000.0
031300080304,1720000.0,720000.0,520000.0
030702030502,440000.0,0.0,40000.0
031300090601,1160000.0,0.0,0.0
031102040108,2200000.0,0.0,0.0
031300040204,80000.0,0.0,0.0
031300080106,1360000.0,0.0,0.0
030702010303,1960000.0,840000.0,120000.0
031300080104,160000.0,40000.0,0.0
031200020102,1160000.0,0.0,0.0
030702010302,3360000.0,1040000.0,6800000.0
030702011103,1960000.0,840000.0,320000.0
030702030302,960000.0,120000.0,40000.0
031300040206,120000.0,0.0,0.0
031102040106,1560000.0,40000.0,0.0
031300100102,1840000.0,320000.0,0.0
031102030202,2480000.0,280000.0,0.0
031102020801,920000.0,680000.0,200000.0
030702010701,680000.0,200000.0,0.0
031102040204,1760000.0,0.0,0.0
031300040303,80000.0,0.0,0.0
030702030301,1920000.0,520000.0,2480000.0
030702011104,4160000.0,440000.0,760000.0
031300080103,360000.0,0.0,0.0
031300090901,800000.0,280000.0,0.0
031300040404,240000.0,0.0,0.0
031300090503,1000000.0,160000.0,0.0
031200020101,1080000.0,280000.0,0.0
031300040304,80000.0,0.0,0.0
031300100101,400000.0,80000.0,0.0
031300080105,360000.0,0.0,0.0
031102020701,1560000.0,520000.0,0.0
031402010201,240000.0,320000.0,160000.0
031102040107,1360000.0,0.0,0.0
031102040303,1000000.0,0.0,440000.0
031300040202,160000.0,0.0,0.0
031300040203,200000.0,0.0,0.0
031102030102,1800000.0,240000.0,0.0
030702010704,3880000.0,680000.0,520000.0
031300040104,560000.0,0.0,0.0
031102040306,1520000.0,0.0,0.0
031102030103,960000.0,0.0,0.0
030702010304,1120000.0,480000.0,0.0
031102040203,1160000.0,0.0,0.0
031102040304,880000.0,120000.0,0.0
030702010205,1560000.0,640000.0,360000.0
030702010204,2320000.0,520000.0,560000.0
030702010301,2520000.0,800000.0,640000.0
030702011101,2880000.0,1400000.0,3680000.0
030702010703,4520000.0,1280000.0,4200000.0
031102020403,1480000.0,280000.0,0.0
031300090504,880000.0,120000.0,0.0
031300090502,320000.0,40000.0,160000.0
031102030101,2360000.0,80000.0,0.0
031300080102,240000.0,80000.0,0.0
031402010104,280000.0,40000.0,0.0
030702011004,1720000.0,160000.0,0.0
031300090802,1000000.0,200000.0,0.0
031102030201,2800000.0,120000.0,0.0
031300060903,840000.0,0.0,0.0
031300080303,2200000.0,880000.0,0.0
031102040105,2480000.0,0.0,0.0
031300080101,880000.0,0.0,0.0
031102040302,440000.0,0.0,0.0
030702010702,2520000.0,400000.0,440000.0
031300090501,480000.0,0.0,0.0
031300060904,600000.0,0.0,0.0
030702030102,3080000.0,600000.0,520000.0
031300040301,80000.0,0.0,0.0
031300080302,800000.0,80000.0,0.0
031300080301,280000.0,0.0,0.0
030702010604,2840000.0,840000.0,560000.0
031102020402,2800000.0,200000.0,400000.0
030702030201,3600000.0,640000.0,880000.0
030702010503,1560000.0,400000.0,0.0
031102040301,1680000.0,0.0,0.0
031300040103,160000.0,0.0,0.0
031300040102,200000.0,0.0,0.0
031300090405,160000.0,0.0,0.0
031102040202,1320000.0,0.0,0.0
030702010104,2160000.0,120000.0,0.0
030702011102,4040000.0,1600000.0,1240000.0
031300090404,200000.0,360000.0,0.0
031300031600,1000000.0,80000.0,0.0
031402010103,200000.0,0.0,160000.0
031102040201,840000.0,0.0,0.0
031300031312,120000.0,0.0,0.0
030702010504,2040000.0,600000.0,0.0
031300040101,40000.0,0.0,0.0
030702010904,2520000.0,400000.0,1840000.0
031300090304,960000.0,0.0,0.0
031300060905,800000.0,0.0,0.0
031102020305,2560000.0,80000.0,0.0
031102020602,1520000.0,0.0,0.0
031102040104,2600000.0,0.0,0.0
031300090801,920000.0,0.0,0.0
031300071003,360000.0,0.0,0.0
030702010203,2560000.0,200000.0,0.0
030702011003,2200000.0,560000.0,40000.0
031102020401,1600000.0,80000.0,0.0
030702020502,2360000.0,880000.0,0.0
031300031311,80000.0,0.0,0.0
