GAP_S_1,GAP_S_2,GAP_S_3,GAP_S_39,GAP_S_4,GAP_S_9,HUC12
0.0,0.0,39880000.0,0.0,0.0,0.0,031101020405
0.0,0.0,4720000.0,0.0,0.0,0.0,031101020601
0.0,0.0,80000.0,0.0,0.0,0.0,031101020203
0.0,0.0,47680000.0,0.0,0.0,0.0,031200010803
0.0,0.0,240000.0,0.0,0.0,1680000.0,031102060103
0.0,280000.0,53160000.0,0.0,0.0,4840000.0,030801030901
0.0,0.0,18640000.0,0.0,0.0,840000.0,031102060102
0.0,0.0,63440000.0,12520000.0,0.0,0.0,031200030901
0.0,0.0,11600000.0,12240000.0,0.0,0.0,031102060606
0.0,0.0,40000.0,0.0,0.0,0.0,031102060208
0.0,0.0,15840000.0,0.0,0.0,0.0,031200010703
0.0,0.0,200000.0,0.0,0.0,0.0,031102050203
0.0,7800000.0,8000000.0,0.0,0.0,3440000.0,030801030902
0.0,280000.0,15720000.0,280000.0,0.0,0.0,031102050405
0.0,0.0,38560000.0,0.0,0.0,0.0,031101020404
0.0,0.0,112600000.0,0.0,0.0,0.0,031200031002
0.0,0.0,80000.0,0.0,0.0,0.0,031102060605
0.0,0.0,38200000.0,0.0,0.0,0.0,031200030705
0.0,0.0,18480000.0,0.0,0.0,0.0,031300110601
0.0,8280000.0,28720000.0,0.0,0.0,0.0,030801030804
80000.0,0.0,0.0,0.0,0.0,0.0,031300120602
440000.0,30200000.0,0.0,0.0,0.0,0.0,031200011003
0.0,0.0,51840000.0,0.0,0.0,0.0,031300130101
0.0,0.0,101520000.0,0.0,0.0,6200000.0,030801030903
0.0,0.0,3960000.0,3160000.0,0.0,0.0,031102050305
0.0,0.0,88040000.0,0.0,0.0,0.0,031300110602
0.0,0.0,67280000.0,0.0,0.0,0.0,031200010802
0.0,80000.0,0.0,0.0,0.0,0.0,031401010302
0.0,1360000.0,11240000.0,15240000.0,0.0,3320000.0,030801021102
120000.0,0.0,17920000.0,0.0,0.0,0.0,030801030504
0.0,0.0,10080000.0,0.0,0.0,0.0,030801030503
0.0,0.0,960000.0,0.0,0.0,0.0,031102060604
80000.0,0.0,0.0,0.0,0.0,0.0,031300120603
0.0,0.0,8200000.0,0.0,0.0,0.0,031102060204
0.0,14280000.0,640000.0,0.0,0.0,0.0,031200011001
0.0,0.0,29760000.0,0.0,0.0,0.0,031200010702
0.0,30880000.0,480000.0,600000.0,0.0,0.0,031200011002
0.0,0.0,160000.0,0.0,0.0,0.0,031102060206
4560000.0,5880000.0,2720000.0,0.0,0.0,0.0,031200011101
0.0,6440000.0,29280000.0,0.0,0.0,0.0,031101030505
0.0,2120000.0,71680000.0,0.0,0.0,0.0,031101020104
0.0,0.0,600000.0,0.0,0.0,0.0,031102060207
80000.0,0.0,0.0,7960000.0,0.0,0.0,031300110502
0.0,0.0,8040000.0,0.0,0.0,0.0,031200030704
0.0,0.0,15520000.0,0.0,0.0,0.0,031102060202
0.0,0.0,2960000.0,0.0,0.0,0.0,031102050202
0.0,0.0,58280000.0,0.0,0.0,0.0,031101030504
0.0,0.0,560000.0,0.0,0.0,0.0,031102060603
0.0,0.0,440000.0,0.0,0.0,0.0,030801031102
0.0,0.0,95760000.0,0.0,0.0,0.0,031200031001
0.0,13120000.0,29840000.0,0.0,0.0,0.0,031200010704
0.0,0.0,86760000.0,0.0,0.0,0.0,031200010801
0.0,400000.0,12320000.0,0.0,0.0,0.0,031200010605
0.0,0.0,0.0,680000.0,0.0,0.0,031300110503
0.0,600000.0,32840000.0,0.0,0.0,0.0,030801030904
0.0,0.0,63800000.0,0.0,0.0,0.0,031200030805
0.0,0.0,89280000.0,0.0,0.0,0.0,030801031001
0.0,0.0,0.0,5320000.0,0.0,0.0,031102050404
0.0,0.0,1360000.0,0.0,0.0,0.0,031102050201
9680000.0,14840000.0,70360000.0,0.0,0.0,0.0,031200011103
0.0,480000.0,14840000.0,0.0,0.0,0.0,030801031204
2720000.0,0.0,120000.0,0.0,0.0,0.0,031200010504
0.0,0.0,4960000.0,0.0,0.0,0.0,031102060601
0.0,0.0,160000.0,0.0,0.0,0.0,031102060402
0.0,0.0,26040000.0,1920000.0,0.0,0.0,031401010201
0.0,0.0,17920000.0,0.0,0.0,0.0,031101020103
0.0,2880000.0,840000.0,0.0,0.0,0.0,030801031103
0.0,0.0,4240000.0,0.0,0.0,0.0,031102050304
0.0,0.0,3480000.0,0.0,0.0,0.0,031102060205
0.0,160000.0,3760000.0,0.0,0.0,0.0,031300120505
0.0,0.0,17600000.0,640000.0,0.0,0.0,031101030503
0.0,0.0,36520000.0,440000.0,0.0,0.0,031200030804
0.0,0.0,40000.0,0.0,0.0,0.0,031102050104
0.0,1280000.0,84880000.0,280000.0,0.0,0.0,031200010701
0.0,0.0,4080000.0,0.0,0.0,0.0,031200010503
0.0,0.0,1000000.0,0.0,0.0,0.0,031200010604
0.0,0.0,14360000.0,0.0,0.0,0.0,031102060401
0.0,0.0,240000.0,0.0,0.0,0.0,031102010801
0.0,0.0,50000000.0,0.0,0.0,0.0,031200030803
0.0,0.0,25600000.0,0.0,0.0,0.0,031200010602
1920000.0,560000.0,0.0,0.0,0.0,0.0,031200030605
0.0,0.0,43680000.0,0.0,0.0,0.0,031101030502
0.0,0.0,46600000.0,0.0,0.0,0.0,031200010603
0.0,0.0,2160000.0,0.0,0.0,0.0,031200030801
0.0,560000.0,30480000.0,0.0,0.0,0.0,030801031004
0.0,0.0,2440000.0,0.0,0.0,0.0,030702040401
15840000.0,440000.0,5280000.0,1440000.0,0.0,0.0,031300110404
0.0,0.0,23960000.0,0.0,0.0,0.0,031101030501
0.0,0.0,1200000.0,0.0,0.0,0.0,030801031303
0.0,0.0,3280000.0,0.0,0.0,0.0,031102060201
0.0,0.0,16280000.0,0.0,0.0,0.0,031401010102
0.0,0.0,880000.0,0.0,0.0,0.0,031102050103
0.0,0.0,64360000.0,0.0,0.0,0.0,031102010703
0.0,0.0,12920000.0,3200000.0,0.0,0.0,031101030406
3720000.0,27680000.0,0.0,1480000.0,0.0,0.0,031300110402
0.0,0.0,30760000.0,0.0,0.0,0.0,031200030802
0.0,0.0,15840000.0,2080000.0,0.0,0.0,031101030404
0.0,0.0,1120000.0,0.0,0.0,0.0,031200010501
0.0,0.0,9240000.0,0.0,0.0,0.0,031200010404
0.0,0.0,2400000.0,0.0,0.0,0.0,030801031101
0.0,0.0,5560000.0,0.0,0.0,0.0,031300120502
0.0,0.0,5040000.0,0.0,0.0,0.0,031200030502
0.0,0.0,2320000.0,0.0,0.0,0.0,031200010601
0.0,0.0,20680000.0,1320000.0,0.0,0.0,031200030303
0.0,0.0,35920000.0,0.0,0.0,0.0,030801031002
0.0,0.0,1920000.0,1240000.0,0.0,0.0,031101030403
160000.0,0.0,120000.0,0.0,0.0,0.0,030801031304
320000.0,0.0,5240000.0,0.0,0.0,0.0,031401010101
0.0,0.0,800000.0,0.0,0.0,0.0,031200010403
0.0,0.0,11080000.0,0.0,0.0,0.0,031102050102
0.0,0.0,7400000.0,0.0,0.0,0.0,031102050105
0.0,4640000.0,15320000.0,0.0,0.0,0.0,030801031301
0.0,0.0,4440000.0,0.0,0.0,0.0,031200010402
0.0,0.0,17840000.0,0.0,0.0,0.0,031200030404
0.0,0.0,12040000.0,0.0,0.0,1280000.0,031102050101
0.0,0.0,0.0,3120000.0,0.0,0.0,031300110401
0.0,0.0,5960000.0,0.0,0.0,0.0,031101030304
0.0,0.0,0.0,80000.0,0.0,0.0,031200010303
0.0,0.0,13720000.0,0.0,0.0,0.0,031102010802
0.0,5760000.0,360000.0,0.0,0.0,0.0,030801031302
0.0,136240000.0,41920000.0,0.0,0.0,0.0,030802010601
0.0,0.0,23160000.0,0.0,0.0,0.0,030702040301
0.0,0.0,4960000.0,2600000.0,0.0,0.0,031101030405
0.0,0.0,156160000.0,0.0,0.0,0.0,030702040201
0.0,26440000.0,58800000.0,0.0,0.0,0.0,030801031003
0.0,0.0,4120000.0,600000.0,0.0,0.0,031200030302
3720000.0,19360000.0,600000.0,2440000.0,0.0,0.0,031300110303
0.0,0.0,74400000.0,1920000.0,0.0,0.0,031102010704
0.0,0.0,15560000.0,0.0,0.0,0.0,030702040302
0.0,0.0,3240000.0,0.0,0.0,0.0,031101030303
0.0,0.0,5600000.0,3400000.0,0.0,0.0,031101030402
0.0,0.0,120000.0,360000.0,0.0,0.0,031200010401
0.0,0.0,9200000.0,0.0,0.0,0.0,031200030301
0.0,0.0,2040000.0,5760000.0,0.0,0.0,031200010302
0.0,0.0,9280000.0,0.0,0.0,0.0,030801031404
0.0,7640000.0,0.0,0.0,0.0,0.0,031300110203
0.0,0.0,0.0,80000.0,0.0,0.0,031300110302
0.0,0.0,3600000.0,0.0,0.0,1440000.0,031102010902
0.0,0.0,440000.0,0.0,0.0,0.0,031200030402
0.0,0.0,50120000.0,0.0,0.0,0.0,030801031201
440000.0,0.0,640000.0,280000.0,0.0,0.0,031402030804
0.0,0.0,16560000.0,0.0,0.0,2280000.0,031102010904
0.0,0.0,5560000.0,0.0,0.0,0.0,030702040303
1680000.0,0.0,9320000.0,0.0,0.0,0.0,030801031403
0.0,0.0,1840000.0,0.0,0.0,0.0,030702040501
0.0,0.0,2520000.0,0.0,0.0,0.0,031200030401
0.0,0.0,0.0,18680000.0,0.0,0.0,031200030104
0.0,0.0,112520000.0,0.0,0.0,0.0,030702040202
960000.0,0.0,520000.0,1120000.0,0.0,0.0,031402030802
200000.0,0.0,1920000.0,0.0,0.0,0.0,030801031402
0.0,0.0,1680000.0,18680000.0,0.0,0.0,031200010301
0.0,1440000.0,0.0,0.0,0.0,10360000.0,030801031604
0.0,0.0,240000.0,0.0,0.0,0.0,030801031602
0.0,0.0,3040000.0,0.0,0.0,0.0,031300110102
0.0,0.0,280000.0,0.0,0.0,0.0,031102010804
0.0,0.0,12400000.0,0.0,0.0,0.0,030801031401
0.0,200000.0,1880000.0,0.0,0.0,0.0,031300110201
0.0,0.0,119600000.0,0.0,0.0,0.0,031102010701
0.0,0.0,88680000.0,1440000.0,0.0,0.0,031102010702
0.0,0.0,5840000.0,800000.0,0.0,0.0,031101030205
0.0,0.0,440000.0,2040000.0,0.0,0.0,031200030106
0.0,0.0,2160000.0,18840000.0,0.0,0.0,031200010203
0.0,0.0,8480000.0,0.0,0.0,0.0,031102030905
0.0,0.0,3080000.0,0.0,0.0,0.0,031200030208
0.0,7840000.0,17320000.0,1360000.0,0.0,0.0,031102010606
40000.0,720000.0,16280000.0,10240000.0,0.0,0.0,031200030105
0.0,0.0,480000.0,0.0,0.0,0.0,031102010603
0.0,0.0,13760000.0,0.0,0.0,0.0,030702040105
0.0,0.0,90840000.0,0.0,0.0,0.0,030702040203
0.0,1360000.0,42920000.0,4320000.0,0.0,0.0,030702040502
0.0,0.0,24640000.0,0.0,0.0,0.0,031102030908
0.0,240000.0,3760000.0,0.0,0.0,0.0,031300110101
0.0,0.0,560000.0,0.0,0.0,0.0,030801031503
0.0,0.0,880000.0,0.0,0.0,0.0,031102030904
0.0,0.0,3840000.0,0.0,0.0,0.0,031300040805
0.0,0.0,6800000.0,0.0,0.0,3640000.0,031102010905
400000.0,0.0,9560000.0,0.0,0.0,720000.0,030801031605
0.0,200000.0,2800000.0,14520000.0,0.0,200000.0,031200030103
0.0,14760000.0,0.0,22200000.0,0.0,0.0,031200010202
0.0,280000.0,11040000.0,10560000.0,0.0,0.0,031102010605
0.0,4480000.0,5080000.0,0.0,0.0,0.0,031300120304
0.0,0.0,760000.0,0.0,0.0,0.0,031102021202
0.0,10880000.0,0.0,11600000.0,0.0,0.0,031200010201
0.0,0.0,240000.0,0.0,0.0,0.0,031102030903
0.0,0.0,3440000.0,0.0,0.0,0.0,030801031502
0.0,15680000.0,0.0,54080000.0,0.0,0.0,031101030203
0.0,5520000.0,15960000.0,0.0,0.0,0.0,031300040806
240000.0,16920000.0,800000.0,1800000.0,0.0,0.0,031200030102
0.0,0.0,8720000.0,4760000.0,0.0,0.0,031102010602
0.0,3440000.0,320000.0,0.0,0.0,0.0,030702040503
0.0,160000.0,7720000.0,0.0,0.0,840000.0,030801031501
0.0,640000.0,0.0,0.0,0.0,0.0,031200030206
0.0,0.0,1040000.0,0.0,0.0,0.0,031300120302
0.0,0.0,11480000.0,0.0,0.0,0.0,030702040104
0.0,0.0,47000000.0,29560000.0,0.0,0.0,031102010503
38240000.0,2520000.0,10400000.0,0.0,0.0,0.0,030801031606
0.0,11840000.0,4200000.0,7000000.0,0.0,0.0,031101030202
0.0,0.0,0.0,40000.0,0.0,0.0,031200030203
0.0,0.0,3720000.0,0.0,0.0,0.0,031102030902
0.0,1040000.0,400000.0,0.0,0.0,0.0,031300120305
0.0,880000.0,0.0,0.0,0.0,0.0,031300120303
0.0,34160000.0,4240000.0,12800000.0,0.0,2040000.0,031101030201
0.0,0.0,102440000.0,0.0,0.0,0.0,031102010504
0.0,17080000.0,0.0,0.0,0.0,0.0,031101030104
0.0,0.0,5200000.0,0.0,0.0,0.0,031300040804
20080000.0,1240000.0,18600000.0,0.0,0.0,0.0,030801031603
80000.0,0.0,0.0,0.0,0.0,0.0,031402030704
0.0,800000.0,1720000.0,0.0,0.0,0.0,030801031601
0.0,22600000.0,40000.0,0.0,0.0,0.0,031200010101
0.0,30520000.0,0.0,0.0,0.0,0.0,031200020703
0.0,0.0,0.0,1600000.0,0.0,680000.0,031200030202
0.0,1200000.0,0.0,0.0,0.0,0.0,031300080802
0.0,33920000.0,0.0,0.0,0.0,840000.0,031300080804
0.0,13560000.0,0.0,0.0,0.0,1680000.0,031300100703
0.0,0.0,3640000.0,0.0,0.0,0.0,031300120301
0.0,34840000.0,9960000.0,0.0,0.0,0.0,031200010102
0.0,0.0,12520000.0,0.0,0.0,0.0,030702050202
0.0,55760000.0,30840000.0,0.0,0.0,0.0,031102010401
0.0,5920000.0,0.0,0.0,0.0,0.0,030702040601
0.0,64480000.0,3960000.0,0.0,0.0,0.0,030702040101
0.0,16120000.0,1040000.0,0.0,0.0,0.0,031200020701
0.0,0.0,280000.0,1800000.0,0.0,0.0,031102010505
0.0,51720000.0,90440000.0,0.0,0.0,0.0,030702040103
0.0,41160000.0,4120000.0,0.0,0.0,0.0,030702040102
0.0,120000.0,0.0,0.0,0.0,0.0,031102030901
0.0,0.0,40000.0,0.0,0.0,0.0,031102010502
40000.0,0.0,0.0,0.0,0.0,0.0,030702050102
0.0,2560000.0,0.0,0.0,0.0,0.0,031200030201
0.0,0.0,720000.0,0.0,0.0,0.0,031300040802
0.0,0.0,17240000.0,0.0,0.0,0.0,030702050103
0.0,0.0,9920000.0,0.0,0.0,0.0,031300120204
0.0,87080000.0,0.0,0.0,0.0,0.0,031102010402
0.0,7280000.0,0.0,0.0,0.0,0.0,031300080801
0.0,10400000.0,0.0,0.0,0.0,0.0,031101030103
0.0,960000.0,0.0,0.0,0.0,0.0,030702040602
0.0,9640000.0,0.0,1640000.0,0.0,0.0,031102030703
0.0,0.0,80000.0,0.0,0.0,0.0,031300120105
0.0,4360000.0,0.0,0.0,0.0,2480000.0,031300100702
0.0,10080000.0,3880000.0,0.0,0.0,0.0,031101030102
0.0,4960000.0,9240000.0,0.0,0.0,1800000.0,031300040803
0.0,2720000.0,0.0,0.0,0.0,0.0,031200020504
0.0,0.0,7440000.0,0.0,0.0,0.0,031300120107
0.0,240000.0,0.0,0.0,0.0,0.0,031200020602
0.0,0.0,0.0,0.0,0.0,960000.0,031300100803
16120000.0,1240000.0,200000.0,0.0,0.0,0.0,030702050302
0.0,0.0,0.0,0.0,40000.0,0.0,031402030701
38840000.0,720000.0,17880000.0,0.0,0.0,0.0,030702050304
0.0,320000.0,0.0,0.0,0.0,0.0,031102030603
0.0,240000.0,0.0,0.0,0.0,760000.0,031102030702
0.0,1800000.0,0.0,0.0,0.0,0.0,031101030101
0.0,560000.0,7760000.0,0.0,0.0,0.0,030702050105
42120000.0,80000.0,6960000.0,0.0,0.0,0.0,030702050303
0.0,0.0,0.0,0.0,0.0,3640000.0,031300080603
0.0,113240000.0,0.0,0.0,0.0,0.0,030702040701
0.0,0.0,1040000.0,0.0,0.0,0.0,030702050104
0.0,6840000.0,5160000.0,0.0,0.0,0.0,031200020601
0.0,37840000.0,0.0,0.0,0.0,0.0,030702040703
0.0,0.0,3320000.0,0.0,0.0,0.0,031300120203
0.0,0.0,0.0,0.0,0.0,920000.0,031300040801
0.0,1240000.0,0.0,0.0,0.0,280000.0,031102030701
0.0,2960000.0,240000.0,0.0,0.0,1200000.0,031300080703
0.0,5040000.0,0.0,0.0,0.0,0.0,031300100701
0.0,1800000.0,0.0,0.0,0.0,0.0,031200020304
0.0,0.0,1720000.0,0.0,40000.0,0.0,031300120106
0.0,560000.0,0.0,0.0,0.0,0.0,031300040710
0.0,80000.0,0.0,0.0,0.0,0.0,031102010305
0.0,200000.0,0.0,0.0,0.0,0.0,031200020502
0.0,0.0,0.0,0.0,0.0,400000.0,031300100602
15000000.0,520000.0,5320000.0,0.0,0.0,0.0,030702040803
0.0,0.0,2560000.0,0.0,0.0,960000.0,031102030601
0.0,0.0,8080000.0,0.0,0.0,0.0,030702040906
0.0,40000.0,0.0,0.0,0.0,0.0,031200020303
0.0,0.0,400000.0,0.0,1840000.0,0.0,031102030404
0.0,80000.0,0.0,0.0,0.0,0.0,031300100405
0.0,0.0,280000.0,0.0,0.0,0.0,031102040503
0.0,4240000.0,0.0,0.0,0.0,0.0,031200020404
0.0,24080000.0,0.0,11520000.0,0.0,0.0,031102021002
8400000.0,128040000.0,0.0,0.0,0.0,0.0,030702040702
0.0,520000.0,0.0,0.0,0.0,0.0,031300100504
0.0,3360000.0,160000.0,0.0,0.0,6880000.0,031300080702
0.0,0.0,160000.0,0.0,0.0,0.0,030702040905
0.0,4160000.0,0.0,0.0,0.0,0.0,031300100505
0.0,0.0,0.0,0.0,40000.0,0.0,031402010602
7920000.0,0.0,0.0,0.0,0.0,0.0,031300040703
0.0,80000.0,0.0,0.0,0.0,0.0,031300100404
0.0,1760000.0,0.0,0.0,0.0,0.0,031200020503
0.0,0.0,11760000.0,0.0,1360000.0,0.0,030702040907
0.0,3560000.0,0.0,0.0,0.0,1560000.0,031300040708
0.0,2440000.0,0.0,0.0,0.0,0.0,031200020105
0.0,0.0,14640000.0,0.0,0.0,0.0,030702040901
0.0,0.0,0.0,2000000.0,0.0,0.0,031300080601
15920000.0,0.0,0.0,0.0,0.0,0.0,030702040801
680000.0,7880000.0,0.0,0.0,0.0,0.0,031300080701
0.0,160000.0,0.0,120000.0,0.0,0.0,031300100501
0.0,2000000.0,3240000.0,0.0,0.0,0.0,031300080506
840000.0,0.0,0.0,0.0,0.0,0.0,031300040702
0.0,0.0,0.0,0.0,40000.0,0.0,030702030401
0.0,560000.0,0.0,0.0,3640000.0,0.0,031102040505
320000.0,24320000.0,4160000.0,0.0,0.0,0.0,031102021001
0.0,640000.0,0.0,0.0,0.0,0.0,031102030503
25840000.0,0.0,0.0,0.0,0.0,0.0,030702040802
0.0,25520000.0,0.0,0.0,0.0,1320000.0,031300100403
0.0,320000.0,0.0,0.0,0.0,0.0,031102030502
0.0,3360000.0,0.0,0.0,0.0,0.0,031300100502
26840000.0,0.0,440000.0,0.0,0.0,0.0,031300080402
0.0,880000.0,0.0,0.0,0.0,0.0,031300100302
0.0,0.0,0.0,0.0,1520000.0,0.0,031102040403
0.0,200000.0,0.0,0.0,0.0,0.0,031300100205
0.0,560000.0,0.0,0.0,0.0,0.0,031102020803
0.0,0.0,2560000.0,0.0,0.0,0.0,031300080505
11480000.0,0.0,0.0,0.0,0.0,0.0,031300091003
0.0,4720000.0,0.0,0.0,0.0,0.0,031200020104
0.0,0.0,0.0,160000.0,0.0,0.0,031102030401
0.0,0.0,0.0,2000000.0,0.0,0.0,031102030402
0.0,1760000.0,0.0,0.0,0.0,0.0,031300100104
0.0,360000.0,0.0,0.0,0.0,0.0,031200020106
0.0,640000.0,0.0,0.0,0.0,0.0,031200020202
70480000.0,280000.0,0.0,0.0,0.0,0.0,031300091001
0.0,1520000.0,0.0,440000.0,0.0,0.0,031300080503
0.0,200000.0,0.0,0.0,0.0,0.0,031102040405
2360000.0,2080000.0,6360000.0,0.0,8120000.0,0.0,030702030402
0.0,1680000.0,0.0,0.0,0.0,0.0,031300091002
0.0,0.0,0.0,0.0,80000.0,0.0,031402010206
0.0,0.0,0.0,240000.0,0.0,0.0,030702011201
0.0,0.0,0.0,0.0,440000.0,0.0,031402010205
0.0,1600000.0,0.0,0.0,0.0,0.0,031102040404
123720000.0,0.0,0.0,0.0,0.0,0.0,030702030503
7800000.0,600000.0,0.0,0.0,0.0,0.0,031300080401
0.0,8600000.0,0.0,0.0,0.0,0.0,030702011105
2720000.0,200000.0,0.0,0.0,0.0,0.0,031200020103
0.0,240000.0,0.0,0.0,0.0,0.0,031102040402
0.0,680000.0,0.0,0.0,0.0,0.0,031300100301
0.0,0.0,960000.0,0.0,0.0,0.0,031300080202
0.0,0.0,0.0,0.0,0.0,120000.0,031102040307
