HUC12,STP,PLO,FED,TNC,UNK,PNP,LOC,PFP,TRB
031200010503,4080000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031200010604,320000.0,0.0,0.0,0.0,0.0,0.0,680000.0,0.0,0.0
031102060401,3520000.0,0.0,10840000.0,0.0,0.0,0.0,0.0,0.0,0.0
031102010801,0.0,240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031200030803,4840000.0,0.0,45160000.0,0.0,0.0,0.0,0.0,0.0,0.0
031200010602,480000.0,0.0,24960000.0,0.0,0.0,0.0,160000.0,0.0,0.0
031200030605,560000.0,0.0,0.0,1920000.0,0.0,0.0,0.0,0.0,0.0
031101030502,43680000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031200010603,2040000.0,0.0,44040000.0,0.0,0.0,0.0,520000.0,0.0,0.0
031200030801,2160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030801031004,31040000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030702040401,0.0,0.0,2440000.0,0.0,0.0,0.0,0.0,0.0,0.0
031300110404,5720000.0,1440000.0,0.0,15840000.0,0.0,0.0,0.0,0.0,0.0
031101030501,7640000.0,16320000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030801031303,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0,0.0,0.0
031102060201,3280000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031401010102,14600000.0,0.0,1520000.0,0.0,0.0,0.0,160000.0,0.0,0.0
031102050103,880000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031102010703,640000.0,0.0,63720000.0,0.0,0.0,0.0,0.0,0.0,0.0
031101030406,6000000.0,10120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300110402,27680000.0,1480000.0,0.0,3720000.0,0.0,0.0,0.0,0.0,0.0
031200030802,30680000.0,0.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0
031101030404,0.0,17920000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031200010501,800000.0,320000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031200010404,5160000.0,0.0,0.0,0.0,0.0,0.0,4080000.0,0.0,0.0
030801031101,2400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300120502,5560000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031200030502,5040000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031200010601,960000.0,0.0,0.0,0.0,0.0,0.0,1360000.0,0.0,0.0
031200030303,20680000.0,1320000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030801031002,35920000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031101030403,1920000.0,1240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030801031304,0.0,0.0,0.0,0.0,0.0,160000.0,120000.0,0.0,0.0
031401010101,5240000.0,0.0,0.0,0.0,0.0,320000.0,0.0,0.0,0.0
031200010403,80000.0,0.0,0.0,0.0,0.0,0.0,720000.0,0.0,0.0
031102050102,11080000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031102050105,7400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030801031301,19960000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031200010402,4160000.0,0.0,0.0,0.0,0.0,0.0,280000.0,0.0,0.0
031200030404,17840000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031102050101,13320000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300110401,0.0,3120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031101030304,5960000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031200010303,0.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031102010802,13680000.0,0.0,40000.0,0.0,0.0,0.0,0.0,0.0,0.0
030801031302,6120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030802010601,169240000.0,0.0,0.0,0.0,0.0,0.0,8920000.0,0.0,0.0
030702040301,0.0,0.0,23160000.0,0.0,0.0,0.0,0.0,0.0,0.0
031101030405,0.0,7560000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030702040201,0.0,0.0,156160000.0,0.0,0.0,0.0,0.0,0.0,0.0
030801031003,27880000.0,0.0,0.0,0.0,0.0,0.0,47600000.0,9760000.0,0.0
031200030302,2320000.0,2400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300110303,19360000.0,3040000.0,0.0,3720000.0,0.0,0.0,0.0,0.0,0.0
031102010704,21160000.0,1920000.0,53240000.0,0.0,0.0,0.0,0.0,0.0,0.0
030702040302,0.0,0.0,15560000.0,0.0,0.0,0.0,0.0,0.0,0.0
031101030303,3240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031101030402,4840000.0,4160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031200010401,120000.0,360000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031200030301,8160000.0,760000.0,0.0,0.0,0.0,0.0,280000.0,0.0,0.0
031200010302,0.0,6640000.0,0.0,0.0,0.0,0.0,1160000.0,0.0,0.0
030801031404,0.0,0.0,9160000.0,0.0,0.0,0.0,120000.0,0.0,0.0
031300110203,7640000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300110302,0.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031102010902,3600000.0,1440000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031200030402,0.0,0.0,0.0,0.0,0.0,0.0,440000.0,0.0,0.0
030801031201,50120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031402030804,640000.0,280000.0,0.0,440000.0,0.0,0.0,0.0,0.0,0.0
031102010904,15880000.0,2280000.0,680000.0,0.0,0.0,0.0,0.0,0.0,0.0
030702040303,0.0,0.0,0.0,0.0,0.0,0.0,5560000.0,0.0,0.0
030801031403,0.0,0.0,6480000.0,0.0,0.0,1680000.0,2840000.0,0.0,0.0
030702040501,240000.0,0.0,0.0,0.0,0.0,0.0,240000.0,1360000.0,0.0
031200030401,0.0,2520000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031200030104,0.0,18680000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030702040202,0.0,0.0,112520000.0,0.0,0.0,0.0,0.0,0.0,0.0
031402030802,520000.0,1120000.0,0.0,960000.0,0.0,0.0,0.0,0.0,0.0
030801031402,80000.0,0.0,0.0,0.0,0.0,200000.0,1840000.0,0.0,0.0
031200010301,0.0,20360000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030801031604,1440000.0,10360000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030801031602,0.0,0.0,0.0,0.0,0.0,0.0,240000.0,0.0,0.0
031300110102,3040000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031102010804,280000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030801031401,3720000.0,0.0,5000000.0,0.0,0.0,0.0,3680000.0,0.0,0.0
031300110201,1880000.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0
031102010701,0.0,0.0,119600000.0,0.0,0.0,0.0,0.0,0.0,0.0
031102010702,0.0,1440000.0,88680000.0,0.0,0.0,0.0,0.0,0.0,0.0
031101030205,5840000.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031200030106,0.0,2480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031200010203,760000.0,20240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031102030905,8480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031200030208,0.0,3080000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031102010606,2720000.0,9720000.0,14080000.0,0.0,0.0,0.0,0.0,0.0,0.0
031200030105,0.0,11080000.0,0.0,0.0,720000.0,15480000.0,0.0,0.0,0.0
031102010603,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030702040105,0.0,0.0,8960000.0,0.0,0.0,0.0,4800000.0,0.0,0.0
030702040203,23520000.0,0.0,67320000.0,0.0,0.0,0.0,0.0,0.0,0.0
030702040502,21920000.0,4840000.0,2360000.0,0.0,0.0,0.0,12040000.0,7440000.0,0.0
031102030908,24640000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300110101,3760000.0,0.0,0.0,0.0,0.0,0.0,240000.0,0.0,0.0
030801031503,0.0,0.0,0.0,0.0,0.0,0.0,560000.0,0.0,0.0
031102030904,880000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300040805,0.0,0.0,3840000.0,0.0,0.0,0.0,0.0,0.0,0.0
031102010905,6160000.0,3640000.0,640000.0,0.0,0.0,0.0,0.0,0.0,0.0
030801031605,320000.0,720000.0,6720000.0,0.0,0.0,80000.0,2840000.0,0.0,0.0
031200030103,0.0,17520000.0,0.0,0.0,200000.0,0.0,0.0,0.0,0.0
031200010202,0.0,23480000.0,0.0,0.0,13480000.0,0.0,0.0,0.0,0.0
031102010605,11040000.0,10840000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300120304,9560000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031102021202,760000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031200010201,0.0,16280000.0,0.0,0.0,6200000.0,0.0,0.0,0.0,0.0
031102030903,240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030801031502,200000.0,0.0,0.0,0.0,0.0,0.0,3240000.0,0.0,0.0
031101030203,0.0,24160000.0,0.0,0.0,15680000.0,29920000.0,0.0,0.0,0.0
031300040806,5560000.0,0.0,15920000.0,0.0,0.0,0.0,0.0,0.0,0.0
031200030102,0.0,1920000.0,0.0,0.0,16920000.0,920000.0,0.0,0.0,0.0
031102010602,8720000.0,4760000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030702040503,0.0,3760000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030801031501,7720000.0,0.0,0.0,0.0,0.0,160000.0,840000.0,0.0,0.0
031200030206,0.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,0.0
031300120302,1040000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030702040104,11480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031102010503,2200000.0,29560000.0,44800000.0,0.0,0.0,0.0,0.0,0.0,0.0
030801031606,35760000.0,0.0,9880000.0,2880000.0,0.0,0.0,2640000.0,0.0,0.0
031101030202,0.0,4200000.0,0.0,0.0,11840000.0,7000000.0,0.0,0.0,0.0
031200030203,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031102030902,1920000.0,0.0,0.0,0.0,0.0,0.0,1800000.0,0.0,0.0
031300120305,1320000.0,0.0,0.0,0.0,0.0,0.0,120000.0,0.0,0.0
031300120303,880000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031101030201,0.0,19080000.0,0.0,0.0,34160000.0,0.0,0.0,0.0,0.0
031102010504,6160000.0,0.0,96280000.0,0.0,0.0,0.0,0.0,0.0,0.0
031101030104,0.0,0.0,0.0,0.0,17080000.0,0.0,0.0,0.0,0.0
031300040804,0.0,0.0,5200000.0,0.0,0.0,0.0,0.0,0.0,0.0
030801031603,32200000.0,0.0,5080000.0,1080000.0,0.0,0.0,1000000.0,560000.0,0.0
031402030704,0.0,0.0,0.0,80000.0,0.0,0.0,0.0,0.0,0.0
030801031601,1720000.0,0.0,0.0,0.0,0.0,800000.0,0.0,0.0,0.0
031200010101,0.0,40000.0,0.0,0.0,22600000.0,0.0,0.0,0.0,0.0
031200020703,0.0,5360000.0,0.0,0.0,25160000.0,0.0,0.0,0.0,0.0
031200030202,1600000.0,680000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300080802,1200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
