HUC12,VALUE_0,VALUE_1,VALUE_2,VALUE_3,VALUE_4,VALUE_5,VALUE_6,VALUE_7
031300110801,8360000.0,0.0,0.0,80000.0,17840000.0,46520000.0,43400000.0,5240000.0
031102060505,13320000.0,4040000.0,17480000.0,31240000.0,19960000.0,4480000.0,1840000.0,0.0
031102060504,22800000.0,1840000.0,18640000.0,21520000.0,41080000.0,8520000.0,9520000.0,0.0
031200031201,2640000.0,0.0,0.0,0.0,2000000.0,23080000.0,23600000.0,1720000.0
031101020501,8680000.0,320000.0,8240000.0,27560000.0,63320000.0,7360000.0,4520000.0,400000.0
031200030903,3560000.0,0.0,0.0,0.0,2280000.0,29280000.0,44840000.0,5560000.0
031300130202,2800000.0,0.0,0.0,0.0,200000.0,22160000.0,66480000.0,840000.0
031300130301,1600000.0,0.0,0.0,0.0,0.0,10640000.0,43800000.0,5440000.0
031200010903,10480000.0,200000.0,2720000.0,1680000.0,12800000.0,14320000.0,6800000.0,320000.0
031101020403,5800000.0,2680000.0,11000000.0,8040000.0,11760000.0,2320000.0,2200000.0,0.0
031300110604,6680000.0,0.0,0.0,280000.0,32160000.0,47720000.0,41560000.0,4280000.0
031102050502,14520000.0,2560000.0,23160000.0,13480000.0,29840000.0,12360000.0,4320000.0,0.0
031200031101,6400000.0,40000.0,640000.0,840000.0,6320000.0,32520000.0,29200000.0,2520000.0
031300130201,2440000.0,0.0,0.0,0.0,5680000.0,23200000.0,14440000.0,80000.0
031200031102,6960000.0,0.0,80000.0,200000.0,9080000.0,30480000.0,44240000.0,1320000.0
031300120605,7360000.0,6360000.0,12960000.0,4400000.0,17480000.0,6600000.0,4360000.0,200000.0
031101020701,10440000.0,120000.0,38960000.0,27000000.0,8000000.0,0.0,0.0,0.0
031102060506,12360000.0,5080000.0,29080000.0,19040000.0,14520000.0,2760000.0,2480000.0,0.0
031102060704,22320000.0,8120000.0,36600000.0,27680000.0,35120000.0,13360000.0,5480000.0,40000.0
030801030601,11120000.0,160000.0,13160000.0,22400000.0,41200000.0,13280000.0,8000000.0,80000.0
031101020602,9760000.0,0.0,12400000.0,25800000.0,51960000.0,5600000.0,1680000.0,0.0
031101020604,17440000.0,0.0,7200000.0,21520000.0,91560000.0,28560000.0,27560000.0,520000.0
031101020603,12320000.0,0.0,720000.0,5040000.0,39560000.0,31000000.0,41560000.0,640000.0
031102060503,9080000.0,240000.0,6120000.0,16640000.0,33360000.0,9600000.0,8920000.0,120000.0
031200010902,4760000.0,600000.0,4280000.0,3640000.0,15120000.0,11520000.0,6280000.0,520000.0
031300120604,11400000.0,10320000.0,57760000.0,12760000.0,12720000.0,2920000.0,1840000.0,120000.0
031102060101,22640000.0,360000.0,25320000.0,27000000.0,68640000.0,31400000.0,10320000.0,200000.0
031101020502,13560000.0,280000.0,19680000.0,43640000.0,73680000.0,16000000.0,5160000.0,200000.0
031401010701,7960000.0,7960000.0,57680000.0,9160000.0,560000.0,0.0,0.0,0.0
031200031003,920000.0,0.0,0.0,0.0,40000.0,6000000.0,47560000.0,1120000.0
030801030502,29320000.0,1640000.0,7360000.0,8880000.0,27360000.0,10160000.0,13200000.0,40000.0
031401010503,6560000.0,1840000.0,43320000.0,6920000.0,12680000.0,1400000.0,360000.0,0.0
031300110603,9160000.0,8960000.0,16440000.0,7920000.0,49960000.0,20720000.0,10640000.0,1280000.0
031102060104,8400000.0,80000.0,13600000.0,26000000.0,32160000.0,4160000.0,2080000.0,0.0
030801030603,18480000.0,840000.0,25080000.0,41160000.0,57320000.0,5440000.0,560000.0,0.0
031102050406,10600000.0,4480000.0,37760000.0,11800000.0,7640000.0,600000.0,40000.0,0.0
031200010901,14760000.0,5400000.0,9480000.0,7720000.0,18960000.0,9200000.0,5240000.0,1240000.0
031300130102,1520000.0,0.0,0.0,0.0,600000.0,14080000.0,31080000.0,3160000.0
031101020402,10080000.0,6160000.0,18720000.0,21760000.0,14320000.0,720000.0,200000.0,0.0
031300130103,4480000.0,0.0,0.0,0.0,12320000.0,33720000.0,22840000.0,0.0
031200011102,3560000.0,0.0,600000.0,3520000.0,26040000.0,14320000.0,3120000.0,80000.0
031102050407,10000000.0,2520000.0,20600000.0,11880000.0,15000000.0,6840000.0,2960000.0,0.0
031200030902,4880000.0,0.0,0.0,0.0,3080000.0,52800000.0,52480000.0,3640000.0
031102060405,12160000.0,200000.0,9880000.0,18360000.0,43480000.0,14320000.0,16240000.0,4240000.0
031101020405,6280000.0,1160000.0,25680000.0,14720000.0,22520000.0,1000000.0,1320000.0,0.0
031101020601,11240000.0,0.0,40800000.0,34560000.0,36880000.0,3720000.0,1000000.0,0.0
031101020203,21920000.0,160000.0,16040000.0,25320000.0,48880000.0,3760000.0,0.0,0.0
031200010803,4640000.0,40000.0,200000.0,80000.0,6920000.0,22960000.0,25600000.0,2280000.0
031102060103,10720000.0,40000.0,24720000.0,41720000.0,28280000.0,2200000.0,840000.0,0.0
030801030901,14560000.0,160000.0,4720000.0,12280000.0,53080000.0,19960000.0,7040000.0,240000.0
031102060102,19720000.0,4440000.0,19120000.0,17200000.0,19600000.0,5480000.0,880000.0,0.0
031200030901,5560000.0,0.0,3160000.0,6320000.0,22560000.0,23280000.0,36000000.0,2800000.0
031102060606,20920000.0,3880000.0,55320000.0,39440000.0,27400000.0,2360000.0,360000.0,0.0
031102060208,9720000.0,480000.0,15920000.0,16320000.0,26600000.0,9680000.0,9600000.0,1480000.0
031200010703,12600000.0,4960000.0,5080000.0,3200000.0,10760000.0,9360000.0,5720000.0,80000.0
031102050203,11480000.0,11520000.0,14680000.0,5960000.0,21640000.0,12840000.0,7080000.0,40000.0
030801030902,10800000.0,120000.0,2160000.0,17560000.0,62560000.0,15040000.0,10520000.0,2600000.0
031102050405,19400000.0,8240000.0,37120000.0,28680000.0,39040000.0,16880000.0,18440000.0,760000.0
031101020404,5640000.0,360000.0,9600000.0,14000000.0,39320000.0,3880000.0,720000.0,0.0
031200031002,3680000.0,0.0,0.0,0.0,520000.0,30040000.0,76120000.0,2400000.0
031102060605,12240000.0,5800000.0,39160000.0,21720000.0,19560000.0,1080000.0,40000.0,0.0
031200030705,5120000.0,0.0,920000.0,1960000.0,15120000.0,21200000.0,17800000.0,1360000.0
031300110601,3200000.0,1280000.0,14200000.0,10200000.0,18360000.0,5440000.0,3720000.0,0.0
030801030804,15080000.0,2000000.0,8600000.0,29280000.0,66800000.0,11480000.0,2000000.0,0.0
031300120602,12760000.0,24520000.0,58880000.0,8320000.0,9160000.0,1160000.0,480000.0,0.0
031200011003,6040000.0,40000.0,4560000.0,15840000.0,32560000.0,2640000.0,960000.0,0.0
031300130101,3920000.0,0.0,800000.0,2440000.0,17160000.0,31840000.0,4920000.0,0.0
031102060404,12640000.0,320000.0,12040000.0,26920000.0,41920000.0,11400000.0,6880000.0,240000.0
030801030903,22720000.0,2800000.0,7080000.0,15400000.0,46280000.0,22680000.0,14720000.0,840000.0
031101020303,27920000.0,1360000.0,25160000.0,39000000.0,34200000.0,520000.0,0.0,0.0
031102050305,24080000.0,12200000.0,33440000.0,20120000.0,34680000.0,13800000.0,22120000.0,1480000.0
031300110602,9000000.0,1240000.0,8560000.0,9280000.0,28960000.0,39280000.0,26360000.0,440000.0
031200010802,2160000.0,0.0,0.0,0.0,1560000.0,30040000.0,31480000.0,1600000.0
031401010302,9920000.0,2080000.0,31960000.0,15880000.0,22000000.0,2600000.0,880000.0,0.0
031101020202,12840000.0,400000.0,44680000.0,44040000.0,29040000.0,320000.0,120000.0,0.0
030801021102,5760000.0,0.0,1680000.0,19880000.0,13960000.0,1800000.0,240000.0,0.0
030801030504,1720000.0,0.0,40000.0,480000.0,3640000.0,3920000.0,3480000.0,240000.0
030801030503,9520000.0,720000.0,2560000.0,4120000.0,9120000.0,2080000.0,1080000.0,0.0
031102060604,6440000.0,2680000.0,26600000.0,13040000.0,6720000.0,40000.0,0.0,0.0
031300120603,8760000.0,16240000.0,30480000.0,10280000.0,15000000.0,2360000.0,1520000.0,0.0
031102060204,15000000.0,920000.0,37560000.0,39400000.0,14440000.0,1840000.0,320000.0,0.0
031200011001,16960000.0,6880000.0,24080000.0,16320000.0,33640000.0,5480000.0,1520000.0,0.0
031102060403,9640000.0,440000.0,23640000.0,23760000.0,23120000.0,3360000.0,2480000.0,240000.0
031200010702,5560000.0,0.0,1800000.0,1200000.0,10040000.0,14040000.0,8560000.0,0.0
031200011002,8560000.0,40000.0,8600000.0,20720000.0,32200000.0,7760000.0,3600000.0,560000.0
031102050403,13440000.0,19760000.0,38120000.0,14280000.0,5080000.0,320000.0,0.0,0.0
031102060206,8840000.0,440000.0,22840000.0,16920000.0,20640000.0,6080000.0,8760000.0,2080000.0
031200011101,6480000.0,0.0,2440000.0,6000000.0,43040000.0,5480000.0,160000.0,0.0
031300120601,11000000.0,8760000.0,104600000.0,15440000.0,3600000.0,0.0,0.0,0.0
031101020401,7000000.0,0.0,18400000.0,21040000.0,26160000.0,0.0,0.0,0.0
031101030505,13320000.0,4680000.0,17320000.0,23960000.0,37840000.0,3720000.0,2080000.0,560000.0
031101020104,12400000.0,1080000.0,20040000.0,34840000.0,47040000.0,15360000.0,7680000.0,480000.0
031101020302,12640000.0,200000.0,24480000.0,45320000.0,39880000.0,400000.0,0.0,0.0
031102060207,14120000.0,2520000.0,22840000.0,20080000.0,19600000.0,4840000.0,4320000.0,720000.0
031300110502,7520000.0,3560000.0,24120000.0,17920000.0,36720000.0,2480000.0,360000.0,0.0
031200030704,4560000.0,0.0,2680000.0,5440000.0,20400000.0,9960000.0,10760000.0,40000.0
031102060202,9120000.0,1080000.0,20600000.0,17760000.0,12520000.0,360000.0,40000.0,0.0
031102050202,17480000.0,14640000.0,33400000.0,13520000.0,32560000.0,27720000.0,20360000.0,360000.0
031101030504,1800000.0,680000.0,7240000.0,12760000.0,27920000.0,25040000.0,21000000.0,1840000.0
031102060603,20080000.0,5440000.0,34720000.0,29840000.0,29480000.0,2240000.0,200000.0,0.0
030801031102,6640000.0,400000.0,3760000.0,6240000.0,20840000.0,10080000.0,7600000.0,1280000.0
031200031001,3640000.0,0.0,0.0,0.0,920000.0,25720000.0,63600000.0,1320000.0
031200010704,14960000.0,4880000.0,12360000.0,10440000.0,34160000.0,9600000.0,2400000.0,80000.0
031200010801,6120000.0,0.0,0.0,0.0,20800000.0,50640000.0,9560000.0,0.0
031200010605,11480000.0,1960000.0,12880000.0,10560000.0,20120000.0,3320000.0,1960000.0,40000.0
031200030702,7280000.0,400000.0,10120000.0,23360000.0,24400000.0,2000000.0,200000.0,0.0
031300110503,4320000.0,80000.0,3840000.0,5800000.0,36800000.0,23400000.0,15360000.0,1760000.0
030801030904,35200000.0,680000.0,8800000.0,10960000.0,35880000.0,20680000.0,15840000.0,2120000.0
031200030805,9080000.0,0.0,12640000.0,14760000.0,18960000.0,26480000.0,45680000.0,3920000.0
031200030701,7120000.0,2000000.0,15840000.0,17480000.0,21200000.0,3800000.0,600000.0,0.0
030801031001,18800000.0,560000.0,4600000.0,11920000.0,54480000.0,17120000.0,4960000.0,440000.0
031102050402,11160000.0,20440000.0,35640000.0,10360000.0,10080000.0,6160000.0,4120000.0,40000.0
031102060602,22040000.0,6000000.0,29640000.0,11000000.0,5920000.0,200000.0,0.0,0.0
031102050404,16480000.0,9600000.0,49800000.0,18040000.0,14680000.0,1920000.0,320000.0,0.0
031102050201,9440000.0,16680000.0,20360000.0,6320000.0,19600000.0,7800000.0,5160000.0,0.0
031401010301,9440000.0,3240000.0,23360000.0,15960000.0,11560000.0,200000.0,0.0,0.0
031200011103,3440000.0,0.0,320000.0,2120000.0,40640000.0,20720000.0,13480000.0,40000.0
030801031204,31720000.0,1280000.0,7800000.0,17920000.0,45840000.0,10480000.0,3160000.0,40000.0
031102050302,4520000.0,2280000.0,19720000.0,10120000.0,5480000.0,800000.0,40000.0,0.0
031200010504,3920000.0,0.0,1160000.0,6160000.0,37080000.0,11760000.0,5760000.0,0.0
031101020201,5960000.0,1480000.0,7240000.0,3720000.0,55520000.0,3720000.0,2520000.0,0.0
031102060601,20560000.0,720000.0,7280000.0,6560000.0,11080000.0,2120000.0,160000.0,0.0
031102060402,12000000.0,1320000.0,52640000.0,28280000.0,18600000.0,760000.0,80000.0,0.0
031101020301,4080000.0,40000.0,32520000.0,37800000.0,33320000.0,3040000.0,400000.0,0.0
031300120504,10960000.0,8280000.0,20920000.0,11440000.0,19200000.0,5160000.0,5000000.0,120000.0
031200030703,5640000.0,0.0,6680000.0,10920000.0,27560000.0,5120000.0,960000.0,0.0
031401010201,6320000.0,2200000.0,8200000.0,3640000.0,11480000.0,7480000.0,11840000.0,3200000.0
031101020103,17600000.0,40000.0,27800000.0,47440000.0,68120000.0,16800000.0,3320000.0,0.0
031300110501,11440000.0,2680000.0,19320000.0,15720000.0,16080000.0,640000.0,80000.0,0.0
030801031103,21200000.0,800000.0,7040000.0,6560000.0,17160000.0,6800000.0,3640000.0,240000.0
031102050401,7680000.0,240000.0,6720000.0,11560000.0,34040000.0,12840000.0,11800000.0,280000.0
031102050304,11960000.0,20680000.0,47440000.0,11080000.0,9280000.0,1680000.0,280000.0,0.0
031102060205,3760000.0,360000.0,10560000.0,22640000.0,23040000.0,1160000.0,120000.0,0.0
031300120505,18440000.0,13360000.0,42280000.0,30280000.0,41240000.0,1960000.0,160000.0,0.0
031101030503,4800000.0,0.0,2680000.0,29080000.0,39240000.0,16360000.0,10120000.0,360000.0
031200030804,9680000.0,480000.0,7560000.0,7320000.0,28320000.0,20440000.0,14080000.0,600000.0
031102050104,11480000.0,9800000.0,16000000.0,13400000.0,29760000.0,4480000.0,1520000.0,0.0
031300120503,13080000.0,3000000.0,21560000.0,18000000.0,31800000.0,5120000.0,2800000.0,120000.0
031200010701,9320000.0,0.0,600000.0,1000000.0,19520000.0,43760000.0,17960000.0,40000.0
031200010503,4880000.0,0.0,160000.0,2520000.0,37520000.0,29120000.0,15920000.0,160000.0
031200010604,11680000.0,5360000.0,16240000.0,17720000.0,31160000.0,4000000.0,1280000.0,0.0
031102060401,18880000.0,880000.0,60240000.0,52960000.0,26560000.0,1400000.0,0.0,0.0
031102010801,25120000.0,480000.0,9040000.0,11160000.0,34680000.0,11280000.0,3280000.0,0.0
031200030803,8480000.0,0.0,0.0,80000.0,10360000.0,31640000.0,27640000.0,240000.0
031200010602,13200000.0,80000.0,800000.0,3360000.0,14240000.0,10520000.0,7040000.0,0.0
031200030605,7880000.0,1280000.0,12440000.0,12400000.0,24560000.0,4200000.0,1000000.0,400000.0
031101030502,5800000.0,0.0,480000.0,4440000.0,33560000.0,25600000.0,14840000.0,2720000.0
031200010603,37120000.0,1280000.0,10640000.0,15000000.0,33280000.0,8640000.0,3200000.0,0.0
031200030604,4920000.0,400000.0,13360000.0,21480000.0,19280000.0,800000.0,160000.0,0.0
031200030801,6960000.0,1400000.0,20000000.0,19640000.0,27960000.0,2760000.0,6920000.0,480000.0
030801031004,31200000.0,480000.0,6160000.0,5880000.0,16640000.0,9920000.0,14400000.0,4320000.0
031101020102,7640000.0,40000.0,11080000.0,17600000.0,62240000.0,14240000.0,5480000.0,120000.0
030702040401,10720000.0,1600000.0,47240000.0,36440000.0,21440000.0,440000.0,0.0,0.0
031300110404,4120000.0,80000.0,4200000.0,3920000.0,11160000.0,3400000.0,8560000.0,14840000.0
031101030501,2400000.0,0.0,480000.0,2080000.0,23800000.0,15640000.0,17840000.0,520000.0
030702040402,6400000.0,200000.0,13920000.0,25120000.0,26080000.0,1080000.0,200000.0,0.0
030801031303,31080000.0,1960000.0,6400000.0,4320000.0,13960000.0,1080000.0,120000.0,0.0
031102060201,9240000.0,2120000.0,55080000.0,22880000.0,13320000.0,800000.0,480000.0,0.0
031102050303,19520000.0,34040000.0,76840000.0,20360000.0,5280000.0,200000.0,0.0,0.0
031401010102,15080000.0,2160000.0,10080000.0,5280000.0,22080000.0,16120000.0,14080000.0,1160000.0
031102050103,10960000.0,5280000.0,39040000.0,21240000.0,22200000.0,3920000.0,1840000.0,40000.0
031102010703,19760000.0,720000.0,2960000.0,13680000.0,68720000.0,17480000.0,4720000.0,0.0
031101030406,4880000.0,0.0,2040000.0,8560000.0,31600000.0,25920000.0,25680000.0,1720000.0
031300110402,1960000.0,0.0,1360000.0,1200000.0,1680000.0,5560000.0,20000000.0,12440000.0
031200030802,3080000.0,0.0,0.0,40000.0,5120000.0,10040000.0,22400000.0,4040000.0
031101030404,2240000.0,0.0,0.0,40000.0,9440000.0,13920000.0,24160000.0,1160000.0
031200010501,4640000.0,0.0,520000.0,1080000.0,15600000.0,13600000.0,14600000.0,120000.0
031200010404,16520000.0,160000.0,2440000.0,4760000.0,17400000.0,5440000.0,2560000.0,40000.0
031300110403,10520000.0,1960000.0,12720000.0,18080000.0,40680000.0,9440000.0,3200000.0,0.0
030801031101,44720000.0,1440000.0,8120000.0,11800000.0,19480000.0,2240000.0,720000.0,40000.0
031300120502,16240000.0,480000.0,6200000.0,8440000.0,42400000.0,27320000.0,13760000.0,1280000.0
031200030502,5480000.0,0.0,2040000.0,3040000.0,15560000.0,20680000.0,17840000.0,1720000.0
031200010601,58600000.0,2120000.0,5800000.0,5600000.0,9720000.0,160000.0,0.0,0.0
031200030303,8280000.0,0.0,320000.0,1760000.0,18720000.0,11120000.0,7920000.0,240000.0
030801031002,24920000.0,1400000.0,8080000.0,21600000.0,52800000.0,18040000.0,16120000.0,3520000.0
031101030403,13200000.0,0.0,9840000.0,26880000.0,74160000.0,20080000.0,14280000.0,200000.0
031102050301,34120000.0,4080000.0,19520000.0,17600000.0,50160000.0,19520000.0,12560000.0,560000.0
030801031304,46400000.0,2040000.0,4920000.0,2040000.0,2760000.0,40000.0,0.0,0.0
031401010101,13600000.0,40000.0,1120000.0,6240000.0,50120000.0,10160000.0,1680000.0,0.0
031200010403,32600000.0,1080000.0,6640000.0,1320000.0,40000.0,0.0,0.0,0.0
031102050102,19240000.0,39200000.0,46880000.0,9440000.0,7000000.0,3640000.0,6520000.0,160000.0
031102050105,18560000.0,38240000.0,49240000.0,13680000.0,14840000.0,3960000.0,6000000.0,440000.0
031300120501,15200000.0,640000.0,7840000.0,14480000.0,65280000.0,18640000.0,3200000.0,0.0
031200030603,8560000.0,440000.0,13360000.0,21120000.0,48720000.0,11120000.0,2120000.0,0.0
030801031301,29640000.0,40000.0,2880000.0,12080000.0,56760000.0,19600000.0,7680000.0,560000.0
031200010402,18280000.0,240000.0,4480000.0,8880000.0,20280000.0,4920000.0,2520000.0,80000.0
031101020101,9840000.0,720000.0,36800000.0,13640000.0,39320000.0,16160000.0,11760000.0,160000.0
031200030404,11600000.0,80000.0,480000.0,2080000.0,31240000.0,16040000.0,13840000.0,3520000.0
031102050101,14800000.0,24880000.0,26040000.0,15400000.0,6800000.0,1960000.0,1960000.0,0.0
031300110401,9000000.0,6640000.0,9640000.0,11680000.0,27800000.0,8480000.0,3080000.0,0.0
031101030304,4720000.0,0.0,3280000.0,6440000.0,15080000.0,4320000.0,400000.0,0.0
031200010303,9000000.0,40000.0,600000.0,5280000.0,39360000.0,22880000.0,10440000.0,80000.0
031102010802,22640000.0,0.0,640000.0,4240000.0,68400000.0,28480000.0,16280000.0,80000.0
030801031302,68760000.0,3680000.0,12000000.0,8440000.0,18840000.0,12640000.0,5360000.0,160000.0
030802010601,25640000.0,280000.0,1800000.0,3520000.0,40920000.0,25600000.0,16640000.0,200000.0
030702040403,14520000.0,280000.0,5680000.0,11640000.0,33760000.0,3720000.0,560000.0,0.0
030702040301,9320000.0,440000.0,6240000.0,12760000.0,63840000.0,8080000.0,1800000.0,0.0
031101030405,8200000.0,0.0,1080000.0,5320000.0,33840000.0,18920000.0,20240000.0,960000.0
031200030602,9800000.0,440000.0,9680000.0,12040000.0,27200000.0,5000000.0,960000.0,0.0
030702040201,7080000.0,0.0,560000.0,4800000.0,66600000.0,41760000.0,26720000.0,3400000.0
031200030501,11120000.0,160000.0,2640000.0,5520000.0,33680000.0,22360000.0,2920000.0,0.0
030801031003,27160000.0,1240000.0,9560000.0,19240000.0,84640000.0,17280000.0,13280000.0,1480000.0
031200030302,8280000.0,280000.0,120000.0,2920000.0,14720000.0,13200000.0,25000000.0,1920000.0
031300110303,1600000.0,320000.0,2440000.0,4880000.0,11440000.0,6320000.0,11760000.0,18800000.0
031102030906,15000000.0,600000.0,7920000.0,15240000.0,24520000.0,2360000.0,40000.0,0.0
031102010704,10160000.0,0.0,80000.0,3080000.0,69280000.0,45400000.0,26320000.0,2800000.0
031300120403,7200000.0,0.0,0.0,600000.0,19040000.0,9800000.0,3760000.0,0.0
030702040302,2040000.0,0.0,320000.0,3160000.0,37840000.0,5360000.0,1640000.0,0.0
